Wavelength(nm)	n	k
1.90474e+02	1.88257e+00	1.24601e+00
1.91574e+02	1.88582e+00	1.24751e+00
1.92680e+02	1.88921e+00	1.24945e+00
1.93792e+02	1.89279e+00	1.25182e+00
1.94911e+02	1.89656e+00	1.25460e+00
1.96036e+02	1.90057e+00	1.25777e+00
1.97168e+02	1.90482e+00	1.26131e+00
1.98306e+02	1.90936e+00	1.26521e+00
1.99451e+02	1.91419e+00	1.26944e+00
2.00602e+02	1.91933e+00	1.27398e+00
2.01761e+02	1.92481e+00	1.27881e+00
2.02925e+02	1.93064e+00	1.28392e+00
2.04097e+02	1.93683e+00	1.28927e+00
2.05275e+02	1.94340e+00	1.29485e+00
2.06460e+02	1.95037e+00	1.30064e+00
2.07652e+02	1.95773e+00	1.30661e+00
2.08851e+02	1.96550e+00	1.31275e+00
2.10057e+02	1.97369e+00	1.31903e+00
2.11269e+02	1.98230e+00	1.32543e+00
2.12489e+02	1.99135e+00	1.33193e+00
2.13716e+02	2.00084e+00	1.33852e+00
2.14949e+02	2.01077e+00	1.34517e+00
2.16190e+02	2.02114e+00	1.35186e+00
2.17438e+02	2.03197e+00	1.35858e+00
2.18694e+02	2.04324e+00	1.36531e+00
2.19956e+02	2.05497e+00	1.37202e+00
2.21226e+02	2.06716e+00	1.37872e+00
2.22503e+02	2.07980e+00	1.38536e+00
2.23788e+02	2.09290e+00	1.39196e+00
2.25080e+02	2.10646e+00	1.39848e+00
2.26379e+02	2.12048e+00	1.40492e+00
2.27686e+02	2.13495e+00	1.41126e+00
2.29000e+02	2.14989e+00	1.41749e+00
2.30322e+02	2.16530e+00	1.42361e+00
2.31652e+02	2.18117e+00	1.42960e+00
2.32989e+02	2.19752e+00	1.43546e+00
2.34335e+02	2.21435e+00	1.44117e+00
2.35687e+02	2.23167e+00	1.44674e+00
2.37048e+02	2.24949e+00	1.45214e+00
2.38417e+02	2.26783e+00	1.45737e+00
2.39793e+02	2.28670e+00	1.46243e+00
2.41177e+02	2.30613e+00	1.46730e+00
2.42570e+02	2.32613e+00	1.47197e+00
2.43970e+02	2.34673e+00	1.47643e+00
2.45378e+02	2.36798e+00	1.48065e+00
2.46795e+02	2.38989e+00	1.48461e+00
2.48220e+02	2.41252e+00	1.48829e+00
2.49653e+02	2.43590e+00	1.49164e+00
2.51094e+02	2.46008e+00	1.49461e+00
2.52544e+02	2.48510e+00	1.49716e+00
2.54002e+02	2.51102e+00	1.49921e+00
2.55468e+02	2.53787e+00	1.50068e+00
2.56943e+02	2.56570e+00	1.50148e+00
2.58426e+02	2.59455e+00	1.50150e+00
2.59918e+02	2.62444e+00	1.50061e+00
2.61419e+02	2.65537e+00	1.49867e+00
2.62928e+02	2.68736e+00	1.49552e+00
2.64446e+02	2.72036e+00	1.49099e+00
2.65972e+02	2.75433e+00	1.48490e+00
2.67508e+02	2.78917e+00	1.47705e+00
2.69052e+02	2.82478e+00	1.46727e+00
2.70605e+02	2.86099e+00	1.45536e+00
2.72168e+02	2.89760e+00	1.44115e+00
2.73739e+02	2.93437e+00	1.42451e+00
2.75319e+02	2.97103e+00	1.40530e+00
2.76909e+02	3.00727e+00	1.38348e+00
2.78507e+02	3.04277e+00	1.35901e+00
2.80115e+02	3.07719e+00	1.33194e+00
2.81732e+02	3.11018e+00	1.30239e+00
2.83359e+02	3.14143e+00	1.27052e+00
2.84994e+02	3.17067e+00	1.23657e+00
2.86640e+02	3.19765e+00	1.20081e+00
2.88294e+02	3.22221e+00	1.16358e+00
2.89959e+02	3.24424e+00	1.12520e+00
2.91633e+02	3.26372e+00	1.08603e+00
2.93316e+02	3.28069e+00	1.04640e+00
2.95010e+02	3.29525e+00	1.00660e+00
2.96713e+02	3.30757e+00	9.66894e-01
2.98426e+02	3.31783e+00	9.27460e-01
3.00149e+02	3.32626e+00	8.88426e-01
3.01881e+02	3.33307e+00	8.49849e-01
3.03624e+02	3.33845e+00	8.11724e-01
3.05377e+02	3.34256e+00	7.73990e-01
3.07140e+02	3.34550e+00	7.36550e-01
3.08913e+02	3.34731e+00	6.99282e-01
3.10696e+02	3.34797e+00	6.62071e-01
3.12490e+02	3.34740e+00	6.24822e-01
3.14294e+02	3.34545e+00	5.87487e-01
3.16109e+02	3.34196e+00	5.50080e-01
3.17934e+02	3.33674e+00	5.12687e-01
3.19769e+02	3.32963e+00	4.75464e-01
3.21615e+02	3.32051e+00	4.38629e-01
3.23472e+02	3.30931e+00	4.02447e-01
3.25339e+02	3.29605e+00	3.67203e-01
3.27217e+02	3.28080e+00	3.33182e-01
3.29106e+02	3.26371e+00	3.00645e-01
3.31006e+02	3.24498e+00	2.69810e-01
3.32917e+02	3.22485e+00	2.40846e-01
3.34839e+02	3.20358e+00	2.13865e-01
3.36772e+02	3.18143e+00	1.88924e-01
3.38716e+02	3.15865e+00	1.66032e-01
3.40672e+02	3.13548e+00	1.45157e-01
3.42639e+02	3.11212e+00	1.26235e-01
3.44617e+02	3.08877e+00	1.09179e-01
3.46606e+02	3.06557e+00	9.38870e-02
3.48607e+02	3.04265e+00	8.02476e-02
3.50620e+02	3.02013e+00	6.81467e-02
3.52644e+02	2.99808e+00	5.74709e-02
3.54680e+02	2.97658e+00	4.81102e-02
3.56727e+02	2.95568e+00	3.99601e-02
3.58787e+02	2.93541e+00	3.29226e-02
3.60858e+02	2.91581e+00	2.69071e-02
3.62941e+02	2.89691e+00	2.18302e-02
3.65037e+02	2.87874e+00	1.76157e-02
3.67144e+02	2.86133e+00	1.41932e-02
3.69263e+02	2.84475e+00	1.14485e-02
3.71395e+02	2.82900e+00	9.24453e-03
3.73539e+02	2.81403e+00	7.47289e-03
3.75696e+02	2.79981e+00	6.04730e-03
3.77865e+02	2.78629e+00	4.89898e-03
3.80046e+02	2.77341e+00	3.97305e-03
3.82240e+02	2.76114e+00	3.22567e-03
3.84447e+02	2.74943e+00	2.62177e-03
3.86666e+02	2.73824e+00	2.13329e-03
3.88899e+02	2.72753e+00	1.73776e-03
3.91144e+02	2.71727e+00	1.41715e-03
3.93402e+02	2.70742e+00	1.15698e-03
3.95673e+02	2.69797e+00	9.45630e-04
3.97957e+02	2.68887e+00	7.73757e-04
4.00255e+02	2.68012e+00	6.33834e-04
4.02565e+02	2.67168e+00	5.19797e-04
4.04889e+02	2.66354e+00	4.26755e-04
4.07227e+02	2.65568e+00	3.50760e-04
4.09578e+02	2.64808e+00	2.88620e-04
4.11942e+02	2.64073e+00	2.37754e-04
4.14320e+02	2.63361e+00	1.96071e-04
4.16712e+02	2.62672e+00	1.61876e-04
4.19118e+02	2.62004e+00	1.33792e-04
4.21538e+02	2.61355e+00	1.10703e-04
4.23971e+02	2.60726e+00	9.17000e-05
4.26419e+02	2.60114e+00	7.60000e-05
4.28881e+02	2.59520e+00	6.31000e-05
4.31356e+02	2.58942e+00	5.25000e-05
4.33847e+02	2.58379e+00	4.36000e-05
4.36351e+02	2.57832e+00	3.64000e-05
4.38870e+02	2.57299e+00	3.03000e-05
4.41404e+02	2.56780e+00	2.53000e-05
4.43952e+02	2.56273e+00	2.11000e-05
4.46515e+02	2.55780e+00	1.77000e-05
4.49093e+02	2.55298e+00	1.48000e-05
4.51686e+02	2.54829e+00	1.24000e-05
4.54293e+02	2.54370e+00	1.04000e-05
4.56916e+02	2.53922e+00	8.75000e-06
4.59554e+02	2.53485e+00	7.35000e-06
4.62207e+02	2.53057e+00	6.19000e-06
4.64875e+02	2.52640e+00	5.21000e-06
4.67559e+02	2.52232e+00	4.40000e-06
4.70258e+02	2.51832e+00	3.71000e-06
4.72973e+02	2.51442e+00	3.14000e-06
4.75703e+02	2.51060e+00	2.66000e-06
4.78450e+02	2.50686e+00	2.25000e-06
4.81212e+02	2.50320e+00	1.91000e-06
4.83990e+02	2.49962e+00	1.62000e-06
4.86784e+02	2.49611e+00	1.37000e-06
4.89594e+02	2.49267e+00	1.17000e-06
4.92421e+02	2.48931e+00	9.94000e-07
4.95264e+02	2.48601e+00	8.47000e-07
4.98123e+02	2.48278e+00	7.22000e-07
5.00998e+02	2.47961e+00	6.16000e-07
5.03891e+02	2.47650e+00	5.27000e-07
5.06800e+02	2.47346e+00	4.50000e-07
5.09725e+02	2.47047e+00	3.85000e-07
5.12668e+02	2.46754e+00	3.30000e-07
5.15628e+02	2.46467e+00	2.83000e-07
5.18605e+02	2.46185e+00	2.43000e-07
5.21598e+02	2.45908e+00	2.09000e-07
5.24610e+02	2.45636e+00	1.80000e-07
5.27638e+02	2.45370e+00	1.55000e-07
5.30684e+02	2.45108e+00	1.33000e-07
5.33748e+02	2.44851e+00	1.15000e-07
5.36829e+02	2.44599e+00	9.91000e-08
5.39929e+02	2.44351e+00	8.56000e-08
5.43046e+02	2.44107e+00	7.40000e-08
5.46181e+02	2.43868e+00	6.40000e-08
5.49334e+02	2.43633e+00	5.55000e-08
5.52505e+02	2.43402e+00	4.81000e-08
5.55695e+02	2.43175e+00	4.17000e-08
5.58903e+02	2.42952e+00	3.62000e-08
5.62129e+02	2.42733e+00	3.15000e-08
5.65375e+02	2.42517e+00	2.74000e-08
5.68639e+02	2.42305e+00	2.38000e-08
5.71921e+02	2.42097e+00	2.07000e-08
5.75223e+02	2.41892e+00	1.81000e-08
5.78544e+02	2.41690e+00	1.58000e-08
5.81884e+02	2.41492e+00	1.38000e-08
5.85243e+02	2.41297e+00	1.20000e-08
5.88622e+02	2.41105e+00	1.05000e-08
5.92020e+02	2.40917e+00	9.21000e-09
5.95438e+02	2.40731e+00	8.06000e-09
5.98875e+02	2.40548e+00	7.06000e-09
6.02333e+02	2.40369e+00	6.19000e-09
6.05810e+02	2.40192e+00	5.43000e-09
6.09307e+02	2.40017e+00	4.76000e-09
6.12825e+02	2.39846e+00	4.18000e-09
6.16363e+02	2.39677e+00	3.67000e-09
6.19921e+02	2.39511e+00	3.23000e-09
6.23500e+02	2.39347e+00	2.84000e-09
6.27099e+02	2.39186e+00	2.49000e-09
6.30720e+02	2.39028e+00	2.19000e-09
6.34361e+02	2.38871e+00	1.93000e-09
6.38023e+02	2.38717e+00	1.70000e-09
6.41706e+02	2.38566e+00	1.49000e-09
6.45411e+02	2.38416e+00	1.31000e-09
6.49137e+02	2.38269e+00	1.15000e-09
6.52884e+02	2.38124e+00	1.01000e-09
6.56654e+02	2.37982e+00	8.86000e-10
6.60444e+02	2.37841e+00	7.76000e-10
6.64257e+02	2.37702e+00	6.79000e-10
6.68092e+02	2.37566e+00	5.93000e-10
6.71949e+02	2.37431e+00	5.16000e-10
6.75828e+02	2.37298e+00	4.49000e-10
6.79730e+02	2.37167e+00	3.89000e-10
6.83654e+02	2.37038e+00	3.35000e-10
6.87601e+02	2.36911e+00	2.87000e-10
6.91570e+02	2.36786e+00	2.45000e-10
6.95563e+02	2.36662e+00	2.07000e-10
6.99578e+02	2.36540e+00	1.73000e-10
7.03617e+02	2.36420e+00	1.43000e-10
7.07679e+02	2.36302e+00	1.16000e-10
7.11765e+02	2.36185e+00	9.15000e-11
7.15874e+02	2.36070e+00	6.96000e-11
7.20006e+02	2.35956e+00	4.99000e-11
7.24163e+02	2.35844e+00	3.22000e-11
7.28344e+02	2.35733e+00	1.62000e-11
7.32548e+02	2.35624e+00	1.77000e-12
7.36777e+02	2.35516e+00	0.00000e+00
7.41031e+02	2.35410e+00	0.00000e+00
7.45309e+02	2.35305e+00	0.00000e+00
7.49612e+02	2.35202e+00	0.00000e+00
7.53939e+02	2.35100e+00	0.00000e+00
7.58292e+02	2.34999e+00	0.00000e+00
7.62669e+02	2.34900e+00	0.00000e+00
7.67072e+02	2.34802e+00	0.00000e+00
7.71501e+02	2.34705e+00	0.00000e+00
7.75955e+02	2.34610e+00	0.00000e+00
7.80434e+02	2.34515e+00	0.00000e+00
7.84940e+02	2.34422e+00	0.00000e+00
7.89471e+02	2.34330e+00	0.00000e+00
7.94029e+02	2.34239e+00	0.00000e+00
7.98613e+02	2.34150e+00	0.00000e+00
8.03223e+02	2.34061e+00	0.00000e+00
8.07860e+02	2.33974e+00	0.00000e+00
8.12524e+02	2.33888e+00	0.00000e+00
8.17215e+02	2.33802e+00	0.00000e+00
8.21933e+02	2.33718e+00	0.00000e+00
8.26678e+02	2.33635e+00	0.00000e+00
8.31450e+02	2.33553e+00	0.00000e+00
8.36250e+02	2.33472e+00	0.00000e+00
8.41078e+02	2.33391e+00	0.00000e+00
8.45934e+02	2.33312e+00	0.00000e+00
8.50817e+02	2.33234e+00	0.00000e+00
8.55729e+02	2.33157e+00	0.00000e+00
8.60669e+02	2.33080e+00	0.00000e+00
8.65638e+02	2.33005e+00	0.00000e+00
8.70635e+02	2.32930e+00	0.00000e+00
8.75662e+02	2.32856e+00	0.00000e+00
8.80717e+02	2.32784e+00	0.00000e+00
8.85801e+02	2.32711e+00	0.00000e+00
8.90915e+02	2.32640e+00	0.00000e+00
8.96058e+02	2.32570e+00	0.00000e+00
9.01231e+02	2.32500e+00	0.00000e+00
9.06434e+02	2.32431e+00	0.00000e+00
9.11667e+02	2.32363e+00	0.00000e+00
9.16930e+02	2.32296e+00	0.00000e+00
9.22224e+02	2.32229e+00	0.00000e+00
9.27548e+02	2.32164e+00	0.00000e+00
9.32903e+02	2.32099e+00	0.00000e+00
9.38288e+02	2.32034e+00	0.00000e+00
9.43705e+02	2.31970e+00	0.00000e+00
9.49153e+02	2.31907e+00	0.00000e+00
9.54633e+02	2.31845e+00	0.00000e+00
9.60144e+02	2.31783e+00	0.00000e+00
9.65687e+02	2.31722e+00	0.00000e+00
9.71262e+02	2.31662e+00	0.00000e+00
9.76869e+02	2.31602e+00	0.00000e+00
9.82509e+02	2.31543e+00	0.00000e+00
9.88181e+02	2.31485e+00	0.00000e+00
9.93885e+02	2.31427e+00	0.00000e+00
9.99623e+02	2.31369e+00	0.00000e+00
1.00539e+03	2.31312e+00	0.00000e+00
1.01120e+03	2.31256e+00	0.00000e+00
1.01704e+03	2.31201e+00	0.00000e+00
1.02291e+03	2.31145e+00	0.00000e+00
1.02881e+03	2.31091e+00	0.00000e+00
1.03475e+03	2.31037e+00	0.00000e+00
1.04073e+03	2.30983e+00	0.00000e+00
1.04673e+03	2.30930e+00	0.00000e+00
1.05278e+03	2.30878e+00	0.00000e+00
1.05885e+03	2.30826e+00	0.00000e+00
1.06497e+03	2.30774e+00	0.00000e+00
1.07112e+03	2.30723e+00	0.00000e+00
1.07730e+03	2.30672e+00	0.00000e+00
1.08352e+03	2.30622e+00	0.00000e+00
1.08977e+03	2.30572e+00	0.00000e+00
1.09607e+03	2.30523e+00	0.00000e+00
1.10239e+03	2.30474e+00	0.00000e+00
1.10876e+03	2.30426e+00	0.00000e+00
1.11516e+03	2.30378e+00	0.00000e+00
1.12160e+03	2.30330e+00	0.00000e+00
1.12807e+03	2.30283e+00	0.00000e+00
1.13458e+03	2.30236e+00	0.00000e+00
1.14113e+03	2.30189e+00	0.00000e+00
1.14772e+03	2.30143e+00	0.00000e+00
1.15435e+03	2.30097e+00	0.00000e+00
1.16101e+03	2.30052e+00	0.00000e+00
1.16771e+03	2.30007e+00	0.00000e+00
1.17445e+03	2.29962e+00	0.00000e+00
1.18124e+03	2.29918e+00	0.00000e+00
1.18805e+03	2.29874e+00	0.00000e+00
1.19491e+03	2.29830e+00	0.00000e+00
1.20181e+03	2.29787e+00	0.00000e+00
1.20875e+03	2.29744e+00	0.00000e+00
1.21573e+03	2.29701e+00	0.00000e+00
1.22275e+03	2.29658e+00	0.00000e+00
1.22981e+03	2.29616e+00	0.00000e+00
1.23690e+03	2.29574e+00	0.00000e+00
1.24405e+03	2.29532e+00	0.00000e+00
1.25123e+03	2.29491e+00	0.00000e+00
1.25845e+03	2.29450e+00	0.00000e+00
1.26572e+03	2.29409e+00	0.00000e+00
1.27302e+03	2.29368e+00	0.00000e+00
1.28037e+03	2.29328e+00	0.00000e+00
1.28776e+03	2.29288e+00	0.00000e+00
1.29520e+03	2.29248e+00	0.00000e+00
1.30268e+03	2.29208e+00	0.00000e+00
1.31020e+03	2.29169e+00	0.00000e+00
1.31776e+03	2.29129e+00	0.00000e+00
1.32537e+03	2.29090e+00	0.00000e+00
1.33302e+03	2.29051e+00	0.00000e+00
1.34071e+03	2.29013e+00	0.00000e+00
1.34845e+03	2.28974e+00	0.00000e+00
1.35624e+03	2.28936e+00	0.00000e+00
1.36407e+03	2.28898e+00	0.00000e+00
1.37194e+03	2.28860e+00	0.00000e+00
1.37986e+03	2.28822e+00	0.00000e+00
1.38783e+03	2.28784e+00	0.00000e+00
1.39584e+03	2.28747e+00	0.00000e+00
1.40390e+03	2.28709e+00	0.00000e+00
1.41201e+03	2.28672e+00	0.00000e+00
1.42016e+03	2.28635e+00	0.00000e+00
1.42836e+03	2.28598e+00	0.00000e+00
1.43660e+03	2.28561e+00	0.00000e+00
1.44490e+03	2.28524e+00	0.00000e+00
1.45324e+03	2.28488e+00	0.00000e+00
1.46163e+03	2.28451e+00	6.77295e-319
1.47006e+03	2.28415e+00	2.69529e-314
1.47855e+03	2.28378e+00	9.34593e-310
1.48709e+03	2.28342e+00	2.83000e-305
1.49567e+03	2.28306e+00	7.49000e-301
1.50431e+03	2.28270e+00	1.73000e-296
1.51299e+03	2.28234e+00	3.53000e-292
1.52173e+03	2.28198e+00	6.30000e-288
1.53051e+03	2.28162e+00	9.90000e-284
1.53935e+03	2.28126e+00	1.37000e-279
1.54823e+03	2.28091e+00	1.68000e-275
1.55717e+03	2.28055e+00	1.81000e-271
1.56616e+03	2.28019e+00	1.73000e-267
1.57520e+03	2.27984e+00	1.47000e-263
1.58430e+03	2.27948e+00	1.11000e-259
1.59344e+03	2.27913e+00	7.42000e-256
1.60264e+03	2.27877e+00	4.43000e-252
1.61189e+03	2.27842e+00	2.36000e-248
1.62120e+03	2.27806e+00	1.12000e-244
1.63056e+03	2.27771e+00	4.76000e-241
1.63997e+03	2.27735e+00	1.81000e-237
1.64944e+03	2.27700e+00	6.17000e-234
1.65896e+03	2.27664e+00	1.89000e-230
1.66854e+03	2.27629e+00	5.21000e-227
1.67817e+03	2.27593e+00	1.29000e-223
1.68786e+03	2.27558e+00	2.89000e-220
1.69760e+03	2.27522e+00	5.82000e-217
1.70740e+03	2.27486e+00	1.06000e-213
1.71726e+03	2.27451e+00	1.75000e-210
1.72717e+03	2.27415e+00	2.61000e-207
1.73715e+03	2.27379e+00	3.54000e-204
1.74717e+03	2.27343e+00	4.36000e-201
1.75726e+03	2.27308e+00	4.87000e-198
1.76741e+03	2.27272e+00	4.96000e-195
1.77761e+03	2.27236e+00	4.61000e-192
1.78787e+03	2.27200e+00	3.90000e-189
1.79819e+03	2.27163e+00	3.02000e-186
1.80857e+03	2.27127e+00	2.13000e-183
1.81902e+03	2.27091e+00	1.38000e-180
1.82952e+03	2.27054e+00	8.18000e-178
1.84008e+03	2.27018e+00	4.45000e-175
1.85070e+03	2.26981e+00	2.22000e-172
1.86139e+03	2.26944e+00	1.02000e-169
1.87213e+03	2.26907e+00	4.32000e-167
1.88294e+03	2.26870e+00	1.68000e-164
1.89381e+03	2.26833e+00	6.04000e-162
1.90474e+03	2.26796e+00	2.00000e-159
1.91574e+03	2.26759e+00	6.13000e-157
1.92680e+03	2.26721e+00	1.74000e-154
1.93792e+03	2.26683e+00	4.55000e-152
1.94911e+03	2.26646e+00	1.11000e-149
1.96036e+03	2.26607e+00	2.49000e-147
1.97168e+03	2.26569e+00	5.22000e-145
1.98306e+03	2.26531e+00	1.01000e-142
1.99451e+03	2.26492e+00	1.83000e-140
2.00602e+03	2.26454e+00	3.09000e-138
2.01761e+03	2.26415e+00	4.84000e-136
2.02925e+03	2.26376e+00	7.09000e-134
2.04097e+03	2.26336e+00	9.68000e-132
2.05275e+03	2.26297e+00	1.23000e-129
2.06460e+03	2.26257e+00	1.47000e-127
2.07652e+03	2.26217e+00	1.64000e-125
2.08851e+03	2.26177e+00	1.72000e-123
2.10057e+03	2.26137e+00	1.68000e-121
2.11269e+03	2.26096e+00	1.55000e-119
2.12489e+03	2.26055e+00	1.33000e-117
2.13716e+03	2.26014e+00	1.08000e-115
2.14949e+03	2.25973e+00	8.24000e-114
2.16190e+03	2.25931e+00	5.91000e-112
2.17438e+03	2.25889e+00	3.99000e-110
2.18694e+03	2.25847e+00	2.54000e-108
2.19956e+03	2.25804e+00	1.53000e-106
2.21226e+03	2.25762e+00	8.65000e-105
2.22503e+03	2.25719e+00	4.63000e-103
2.23788e+03	2.25675e+00	2.34000e-101
2.25080e+03	2.25632e+00	1.12000e-99
2.26379e+03	2.25588e+00	5.07000e-98
2.27686e+03	2.25543e+00	2.18000e-96
2.29000e+03	2.25499e+00	8.85000e-95
2.30322e+03	2.25454e+00	3.41000e-93
2.31652e+03	2.25409e+00	1.25000e-91
2.32989e+03	2.25363e+00	4.34000e-90
2.34335e+03	2.25317e+00	1.43000e-88
2.35687e+03	2.25271e+00	4.50000e-87
2.37048e+03	2.25224e+00	1.35000e-85
2.38417e+03	2.25177e+00	3.83000e-84
2.39793e+03	2.25130e+00	1.04000e-82
2.41177e+03	2.25082e+00	2.68000e-81
2.42570e+03	2.25034e+00	6.62000e-80
2.43970e+03	2.24985e+00	1.56000e-78
2.45378e+03	2.24936e+00	3.50000e-77
2.46795e+03	2.24887e+00	7.51000e-76
2.48220e+03	2.24837e+00	1.54000e-74
2.49653e+03	2.24787e+00	3.03000e-73
2.51094e+03	2.24736e+00	5.70000e-72
2.52544e+03	2.24685e+00	1.03000e-70
2.54002e+03	2.24633e+00	1.77000e-69
2.55468e+03	2.24581e+00	2.93000e-68
2.56943e+03	2.24529e+00	4.65000e-67
2.58426e+03	2.24476e+00	7.09000e-66
2.59918e+03	2.24422e+00	1.04000e-64
2.61419e+03	2.24368e+00	1.46000e-63
2.62928e+03	2.24314e+00	1.97000e-62
2.64446e+03	2.24259e+00	2.56000e-61
2.65972e+03	2.24203e+00	3.20000e-60
2.67508e+03	2.24147e+00	3.85000e-59
2.69052e+03	2.24091e+00	4.47000e-58
2.70605e+03	2.24034e+00	5.00000e-57
2.72168e+03	2.23976e+00	5.38000e-56
2.73739e+03	2.23918e+00	5.60000e-55
2.75319e+03	2.23859e+00	5.61000e-54
2.76909e+03	2.23800e+00	5.44000e-53
2.78507e+03	2.23740e+00	5.09000e-52
2.80115e+03	2.23679e+00	4.60000e-51
2.81732e+03	2.23618e+00	4.02000e-50
2.83359e+03	2.23556e+00	3.40000e-49
2.84994e+03	2.23494e+00	2.78000e-48
2.86640e+03	2.23431e+00	2.20000e-47
2.88294e+03	2.23367e+00	1.69000e-46
2.89959e+03	2.23303e+00	1.25000e-45
2.91633e+03	2.23238e+00	9.02000e-45
2.93316e+03	2.23172e+00	6.29000e-44
2.95010e+03	2.23105e+00	4.26000e-43
2.96713e+03	2.23038e+00	2.80000e-42
2.98426e+03	2.22970e+00	1.79000e-41
3.00149e+03	2.22902e+00	1.11000e-40
3.01881e+03	2.22833e+00	6.66000e-40
3.03624e+03	2.22763e+00	3.90000e-39
3.05377e+03	2.22692e+00	2.22000e-38
3.07140e+03	2.22620e+00	1.23000e-37
3.08913e+03	2.22548e+00	6.60000e-37
3.10696e+03	2.22475e+00	3.46000e-36
3.12490e+03	2.22401e+00	1.76000e-35
3.14294e+03	2.22326e+00	8.76000e-35
3.16109e+03	2.22250e+00	4.24000e-34
3.17934e+03	2.22174e+00	2.00000e-33
3.19769e+03	2.22096e+00	9.20000e-33
3.21615e+03	2.22018e+00	4.13000e-32
3.23472e+03	2.21939e+00	1.81000e-31
3.25339e+03	2.21859e+00	7.71000e-31
3.27217e+03	2.21778e+00	3.22000e-30
3.29106e+03	2.21697e+00	1.31000e-29
3.31006e+03	2.21614e+00	5.21000e-29
3.32917e+03	2.21530e+00	2.03000e-28
3.34839e+03	2.21445e+00	7.70000e-28
3.36772e+03	2.21360e+00	2.86000e-27
3.38716e+03	2.21273e+00	1.04000e-26
3.40672e+03	2.21185e+00	3.70000e-26
