"ID_MonthFact","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","tot"
"FM_040",1.069,0.947,0.977,0.921,0.954,0.959,1.103,1.119,0.921,0.883,0.985,1.162,12
"FM_041",1.069,0.947,0.977,0.921,0.954,0.959,1.103,1.119,0.921,0.883,0.985,1.162,12
"FM_042",1.069,0.947,0.977,0.921,0.954,0.959,1.103,1.119,0.921,0.883,0.985,1.162,12
"FM_043",1.357,1.614,1.815,0.673,0.738,0.506,0.528,0.676,0.864,0.87,0.532,1.827,12
"FM_044",0.866,1.127,1.073,0.927,0.973,1.014,0.989,1.029,1.02,1.005,0.989,0.988,12
"FM_045",1.014,0.848,0.814,0.772,0.991,0.943,1.368,1.334,1.171,0.943,0.839,0.963,12
"FM_046",1.121,0.996,1.04,1.068,1.054,0.944,0.931,0.969,0.996,0.871,1.035,0.975,12
"FM_047",1.078,1.034,1.219,0.846,0.884,0.849,0.922,0.891,0.95,1.067,1.126,1.134,12
"FM_048",0.963,1.21,0.946,0.462,0.355,0.529,1.117,1.308,0.877,1.219,1.521,1.493,12
"FM_049",0.79,0.92,1.191,0.956,1.064,1.148,1.251,1.15,0.816,0.881,0.735,1.098,12
"FM_050",1.082,0.971,1.035,0.978,1.026,0.963,0.965,0.982,0.94,0.998,1.014,1.046,12
"FM_051",0.981,1.156,1.152,0.863,0.842,0.939,1.065,0.983,0.982,1.068,1.084,0.885,12
"FM_052",1.188,1.473,1.195,0.63,0.6,0.686,0.918,0.868,0.813,1.036,1.354,1.239,12
"FM_053",0.618,0.616,0.597,0.715,0.632,0.833,0.655,1.153,1.432,1.59,1.592,1.567,12
"FM_054",1.01,0.86,0.867,0.956,0.915,0.488,0.886,1.269,1.269,1.166,1.087,1.227,12
"FM_055",1.685,1.697,1.839,1.095,0.56,0.043,0.028,0.587,0.561,1.052,1.412,1.441,12
"FM_056",1.281,1.666,2.207,1.223,0.613,0.328,0.741,0.372,0.452,0.742,0.964,1.411,12
"FM_057",1.651,1.739,1.492,0.93,0.561,0.469,0.47,0.542,0.626,0.88,1.217,1.423,12
"FM_058",1.2,1.248,1.309,1.06,1.006,0.798,0.785,0.701,0.701,0.814,1.054,1.324,12
"FM_059",1.09,0.943,0.947,0.98,0.904,1.07,1.112,0.977,0.81,1.196,0.962,1.009,12
"FM_060",0.985,1.039,0.928,0.76,0.959,1.024,1.125,1.095,1.091,0.991,0.998,1.005,12
"FM_061",1.04,1.193,0.462,0.476,0.779,0.784,1.196,1.201,1.405,1.157,1.33,0.977,12
"FM_062",1.024,0.902,0.763,0.724,0.925,0.999,1.02,1.109,0.995,1.095,1.248,1.196,12
"FM_063",1.082,0.98,1.057,0.888,0.998,0.994,1.021,1.019,1.011,1.071,0.939,0.94,12
"FM_064",1.069,0.971,1.04,1.026,0.818,0.886,1.037,1.064,1.044,1.076,0.987,0.982,12
"FM_065",1.124,1.005,1.118,1.111,0.905,0.721,0.882,0.907,1.014,1.059,1.044,1.11,12
"FM_066",0.93,0.665,1.081,1.103,1.047,1.279,1.105,0.852,1.03,1.147,0.833,0.928,12
"FM_067",0.409,2.095,5.596,0.422,0.453,0.397,0.4,0.449,0.411,0.438,0.448,0.482,12
"FM_068",1.284,1.267,1.342,0.905,0.782,0.721,0.807,0.777,0.796,1.054,1.104,1.161,12
"FM_069",1.337,1.53,1.911,1.046,0.549,0.49,0.832,0.414,0.449,0.792,1.183,1.467,12
"FM_070",1.464,1.549,1.688,0.667,0.386,0.355,0.41,0.832,0.994,1.001,1.108,1.546,12
"FM_071",0.853,0.836,0.802,0.776,1.109,0.714,1.242,0.689,0.546,1.948,1.516,0.969,12
"FM_072",0.756,0.405,0.544,0.927,1.055,0.385,1.125,1.276,1.034,0.891,1.364,2.238,12
"FM_073",0.726,1.178,1.124,1.388,0.995,0.756,1.012,0.916,1.149,1.05,0.855,0.851,12
"FM_074",0.648,2.062,1.728,0.519,0.329,0.565,1.211,1.04,0.717,1.635,1.084,0.462,12
"FM_075",1.17,1.859,1.495,0.336,0.245,0.294,0.77,0.722,0.652,1.091,1.835,1.531,12
"FM_076",0.997,1.557,1.336,0.813,0.83,0.817,0.78,0.875,0.759,0.903,1.281,1.052,12
"FM_077",1.148,0.961,1.086,0.879,0.961,0.93,1.113,1.046,0.908,0.849,1.051,1.068,12
"FM_078",0.64,0.696,0.922,0.969,1.134,0.901,0.936,1.053,1.064,1.262,1.197,1.226,12
"FM_079",1.173,2.105,3.01,0.414,0.204,0.157,0.121,0.246,0.98,0.742,1.762,1.086,12
"FM_080",1.245,1.074,1.077,1.038,0.945,0.939,1.037,0.873,0.696,1.002,0.986,1.088,12
"FM_081",0.249,0.147,1.215,2.762,0.158,0.332,0.018,2.205,0.747,1.259,0.666,2.242,12
"FM_082",1.249,1.059,0.721,0.506,0.876,1.096,1.263,1.189,0.936,0.795,1.029,1.281,12
"FM_083",1.076,0.93,0.642,0.694,0.819,0.926,1.09,1.043,1.121,1.231,1.075,1.353,12
"FM_084",0.941,0.827,0.745,0.778,0.999,1.18,1.448,1.396,1.127,0.945,0.716,0.898,12
"FM_085",1.289,1.197,1.445,1.399,1.126,0.708,0.295,1.002,0.658,0.689,0.9,1.292,12
"FM_086",0.679,0.708,1.043,1.331,1.428,1.067,1.063,1.262,1.052,0.835,0.757,0.775,12
"FM_087",0.223,0.383,0.34,2.194,0.584,0.014,0.024,3.51,4.249,0.287,0.108,0.084,12
"FM_088",1.274,1.03,1.066,0,0,1.186,1.309,1.234,1.242,1.336,1.108,1.215,12
"FM_089",1.518,1.576,0.843,0.488,0.376,0.656,0.822,1.252,0.793,0.938,1.235,1.503,12
"FM_090",1.03,0.906,0.956,1.052,0.963,0.897,0.845,0.913,0.97,1.197,1.247,1.024,12
"FM_091",1.123,0.908,0.934,0.713,0.825,0.745,1.199,1.165,1.124,1.204,1.076,0.984,12
"FM_092",1.338,1.238,0.935,0.616,0.668,0.652,0.968,0.868,0.852,0.98,1.405,1.48,12
"FM_093",1.818,0.507,0.005,0.241,2.729,0.096,0.001,0.007,0.006,1.326,4.146,1.118,12
"FM_094",1.795,1.623,1.533,1.129,0.729,0.505,0.405,0.301,0.304,0.47,1.306,1.9,12
"FM_095",0.989,0.902,1.002,1.017,1.048,0.948,0.97,1.001,0.994,1.065,1.016,1.048,12
"FM_096",0.973,0.86,0.989,0.98,1.037,0.989,1.048,1.039,1.007,1.053,0.986,1.039,12
"FM_097",0.528,0.481,0.528,1.447,1.172,1.002,1.111,1.435,1.037,1.111,1.037,1.111,12
"FM_098",1.5,2.055,2.562,1.408,0.957,0.906,0.895,0.71,0.719,0.092,0.093,0.103,12
"FM_099",0.817,0.723,0.816,0.883,1.057,1.199,1.356,1.199,1.003,1.083,0.991,0.873,12
"FM_100",1.061,1.178,1.284,1.063,1.474,1.542,1.584,1.487,1.169,0.041,0.053,0.064,12
"FM_101",0.183,1.719,2.009,0.244,0.833,0.848,0.947,2.452,0.955,0.496,0.451,0.863,12
"FM_102",1.09,0.968,0.992,0.984,1.024,0.986,0.949,0.989,0.923,1.056,0.962,1.077,12
"FM_103",1.058,1.046,1.189,0.693,0.857,0.813,1.109,0.997,1.137,1.11,0.936,1.055,12
"FM_104",1.069,1.026,0.901,0.674,0.667,0.791,1.118,1.08,1.143,1.121,1.192,1.218,12
"FM_105",1.632,1.343,1.653,1.011,1.265,0.467,0.56,0.667,1.282,0.777,0.67,0.673,12
"FM_106",1.164,0.979,0.924,1.098,0.641,1.11,0.999,0.996,1.076,0.949,0.991,1.073,12
"FM_107",1.013,0.895,1.126,0.988,0.963,0.975,0.964,1.026,0.998,0.985,0.96,1.107,12
"FM_108",1.277,1.184,1.015,0.81,0.805,0.89,1.12,1.139,0.898,0.869,0.913,1.08,12
"FM_109",1.277,1.184,1.015,0.81,0.805,0.89,1.12,1.139,0.898,0.869,0.913,1.08,12
"FM_110",1.277,1.184,1.015,0.81,0.805,0.89,1.12,1.139,0.898,0.869,0.913,1.08,12
"FM_111",0.239,0.507,0.788,1.513,1.301,1.321,0.966,0.787,1.077,0.885,1.286,1.33,12
"FM_112",1.174,1.056,1,0.859,0.873,0.881,1.118,1.153,1.007,0.886,0.922,1.071,12
"FM_113",1.251,1.034,1.129,1.048,0.949,0.963,1.007,1.022,0.7,0.89,0.92,1.087,12
"FM_114",2.509,1.717,1.506,0.371,0.466,0.469,1.109,1.38,0.356,0.894,0.453,0.77,12
"FM_115",1.212,1.079,1.094,0.944,0.78,0.885,0.912,0.869,0.87,1,1.035,1.32,12
"FM_116",1.601,1.425,1.888,1.496,1.511,0.071,0.04,2.04,0.987,0.799,0.035,0.107,12
"FM_117",1.153,1.009,1.122,0.875,1.114,0.269,1.057,1.101,1.072,1.025,1.033,1.17,12
"FM_118",1,1.581,1.556,0.366,0.224,0.526,0.905,1.253,0.971,0.904,1.286,1.428,12
"FM_119",0.924,1.355,1.819,1.7,1.716,0.676,0.188,0.068,0.022,0.062,1.135,2.335,12
"FM_120",0.864,0.875,1.165,1.058,1.153,1.143,1.019,1.18,0.978,0.979,0.889,0.697,12
"FM_121",0.931,0.851,0.951,0.97,1.039,1.062,1.128,1.149,1.063,1.002,0.931,0.923,12
"FM_122",0.774,0.785,0.943,1.083,1.145,1.185,1.217,1.268,1.12,0.88,0.812,0.788,12
"FM_123",1.323,1.236,0.972,0.481,0.398,0.737,0.702,1.238,1.117,1.194,0.95,1.652,12
"FM_124",0.507,0.012,0.834,0.903,0.801,1.409,1.397,1.805,0.624,0.88,1.074,1.754,12
"FM_125",0.718,1.006,0.685,0.596,0.98,0.946,1.339,1.368,1.193,1.087,1.077,1.005,12
"FM_126",1.243,1.151,1.082,0,0.028,1.23,1.267,1.157,1.221,1.261,1.083,1.277,12
"FM_127",0.943,0.834,0.985,0.99,1.111,1.041,1.031,1.024,0.95,0.972,1.09,1.029,12
"FM_128",0.944,0.909,1.091,1.037,0.941,0.907,1.084,1.143,1.033,1.089,0.85,0.972,12
"FM_129",1.384,1.22,1.364,0.835,1.402,0.208,0.68,0.611,0.709,1.709,1.215,0.663,12
"FM_130",1.251,1.214,1.17,1.053,0.807,0.639,0.822,0.879,1,1.323,0.866,0.976,12
"FM_131",1.026,1.102,1.022,0.699,0.731,0.936,1.071,1.104,0.928,0.969,1.231,1.181,12
"FM_132",0.578,0.671,0.624,0.763,1.364,3.514,0.254,0.694,0.023,0.601,2.405,0.509,12
"FM_133",0.924,1.032,0.871,0.9,1.068,1.159,0.821,1.129,1.047,1.114,0.87,1.065,12
"FM_134",1.362,0.624,0.567,0.689,0.841,0.927,0.69,0.581,0.913,2.062,1.587,1.157,12
"FM_135",1.788,0.986,0.788,0.783,1.08,1.125,1.17,1.157,1.058,0.889,0.428,0.748,12
"FM_136",0.219,0.115,0.084,0.131,0.986,1.923,0.406,0.505,0.286,4.488,2.757,0.1,12
"FM_137",0.642,0.643,0.83,1.018,1.184,1.253,1.334,1.267,1.112,1.09,0.889,0.738,12
"FM_138",0.525,0.939,0.452,0.913,1.184,1.156,1.173,1.175,1.17,1.071,1.207,1.035,12
"FM_139",1.022,1.041,1.077,0.866,0.915,0.949,1.029,1.015,0.972,1.008,1.046,1.06,12
"FM_140",1.016,1.04,1.225,0.9,0.904,0.91,1.039,1.166,0.818,0.872,0.942,1.168,12
"FM_141",1.212,1.134,1.171,0.915,0.896,0.81,0.896,0.879,0.888,0.843,1.127,1.229,12
"FM_142",0.768,1.088,1.193,1.053,1.143,1.148,1.221,1.171,1.104,0.655,0.688,0.768,12
"FM_143",1.113,1.099,0.385,0.264,0.999,1.151,1.324,1.212,1.297,0.961,1.063,1.132,12
"FM_144",1.258,0.937,0.498,0.479,0.791,1.175,1.436,1.359,1.333,0.997,0.998,0.739,12
"FM_145",1.048,0.893,0.81,0.737,0.872,0.986,1.079,1.214,1.246,1.09,0.945,1.08,12
"FM_146",1.259,1.177,1.087,0.694,0.915,0.861,0.951,0.871,0.704,0.943,1.265,1.273,12
"FM_147",1.293,1.21,1.175,0.649,0.857,0.853,0.931,0.949,0.918,0.971,1.081,1.113,12
"FM_148",1.389,1.284,1.023,0.424,0.589,0.795,0.665,0.918,0.882,1.138,1.357,1.536,12
"FM_149",1.2,0.867,1.267,0.8,0.867,0.733,0.867,1.133,1.133,1.133,1.067,0.933,12
"FM_150",1.255,0.867,1.079,0.847,0.79,0.935,0.879,0.87,0.951,1.182,1.162,1.183,12
"FM_151",1.015,0.924,1.023,0.976,1.024,0.958,1.024,1.025,0.99,1.025,0.991,1.025,12
"FM_152",1.261,1.025,1.053,0.824,0.8,0.907,0.854,0.846,0.932,1.162,1.156,1.18,12
"FM_153",1.014,0.999,1.09,0.977,0.806,0.87,1.12,0.701,0.717,1.282,1.179,1.245,12
"FM_154",1.128,1.025,0.98,0.826,0.675,0.646,0.766,1.09,1.52,0.933,1.188,1.223,12
"FM_155",0.986,0.942,0.978,0.85,1.241,1.065,1.081,1.076,1.12,0.786,0.842,1.033,12
"FM_156",1.029,1.218,1.189,0.875,0.443,0.385,1.063,1.19,1.07,1.322,1.263,0.953,12
"FM_157",1.618,1.63,1.819,0.956,0.522,0.334,0.431,0.382,0.377,0.882,1.38,1.669,12
"FM_158",1.341,1.21,1.249,0.988,0.758,0.678,0.625,0.67,0.779,0.945,1.263,1.494,12
"FM_159",1.726,1.966,1.874,0.818,0.451,0.439,0.444,0.43,0.395,0.627,0.926,1.904,12
"FM_160",2.14,3.26,2.414,0.196,0.053,0.073,0.064,0.064,0.071,0.311,1.016,2.338,12
"FM_161",1.726,1.966,1.874,0.818,0.451,0.439,0.444,0.43,0.395,0.627,0.926,1.904,12
"FM_162",1.036,0.946,1.081,1.043,1.107,1.063,1.082,0.997,0.886,0.955,0.814,0.99,12
"FM_163",0.921,0.865,1.076,0.973,1.069,1.05,1.021,0.987,0.976,1.044,1.066,0.952,12
"FM_164",0.442,2.125,2.075,0.418,0.536,0.4,0.894,3.132,0.444,0.533,0.525,0.476,12
"FM_165",1.044,0.983,0.924,0.834,0.934,0.972,1.028,1.086,0.992,1.074,1.067,1.062,12
"FM_166",1.199,1.013,0.853,0.86,0.763,0.825,1.405,1.032,1.165,1.057,0.906,0.922,12
"FM_167",1.065,0.892,1.061,1.064,1.126,1.068,1.125,1.116,1.034,0.727,0.856,0.866,12
"FM_168",1.25,1.051,1.165,0.908,0.842,0.838,0.963,0.732,0.828,0.924,1.115,1.384,12
"FM_169",1.544,1.368,1.466,0.838,0.733,0.638,0.658,0.624,0.647,0.829,1.232,1.423,12
"FM_170",1.17,1.141,1.141,1.131,0.938,1.053,1.052,1.06,0.788,0.79,0.642,1.094,12
"FM_171",11.693,0,0.009,0,0,0,0.248,0.05,0,0,0,0,12
"FM_172",1.995,0.53,2.213,0.489,0.14,2.101,2.355,0.827,0.602,0.49,0.077,0.181,12
"FM_173",1.371,0.91,0.886,0.837,0.959,1.254,1.339,1.234,0.981,0.785,0.661,0.783,12
"FM_174",1.047,0.69,0.862,0.918,1.076,1.068,1.228,1.179,1.201,1.013,0.886,0.832,12
"FM_175",1.142,0.684,0.535,0.696,0.833,1.165,1.24,1.249,1.102,0.993,1.152,1.209,12
"FM_176",0.904,0.854,1.032,1.053,1.217,1.325,1.426,1.245,0.87,1.023,0.591,0.46,12
"FM_177",1.052,0.899,0.907,0.745,0.883,1.007,1.282,1.212,1.084,0.925,0.959,1.045,12
"FM_178",0.5,0.514,0.474,0.71,0.889,1.131,1.541,1.612,1.515,1.242,0.908,0.964,12
"FM_179",1.157,1.019,1.107,0.533,0.879,1.041,1.056,1.047,1.02,0.947,1.073,1.121,12
"FM_180",0.867,0.798,0.815,0.621,0.525,0.75,1.702,1.529,1.067,1.217,1.077,1.032,12
"FM_181",1.027,0.919,0.911,0.808,0.813,0.986,1.205,1.19,1.003,0.957,1.026,1.155,12
"FM_182",0.961,0.924,0.776,0.708,0.995,1.158,1.369,1.192,1.081,0.948,0.932,0.956,12
"FM_183",5.606,0.811,0,1.733,0,0.004,0.642,0.214,0.302,0,1.179,1.509,12
"FM_184",0.872,0.763,0.906,0.775,0.782,1.02,1.244,1.325,1.079,1.065,1.063,1.106,12
"FM_185",8.078,0.04,0.045,0.037,0.112,0.509,0.979,1.252,0.86,0.041,0.007,0.04,12
"FM_186",2.975,0.22,0,0.002,0.424,1.531,2.737,2.16,1.502,0,0.001,0.448,12
"FM_187",0.971,0.908,1.083,1.059,0.947,0.548,0.979,1.742,1.337,1.206,0.67,0.55,12
"FM_188",1.429,0.635,1.044,1.213,1.136,0.973,1.474,1.545,1.072,1.261,0.111,0.107,12
"FM_189",1.393,1.016,0.836,0.361,0.996,1.117,0.939,1.187,1.194,1.064,1.126,0.771,12
"FM_190",1.246,0.707,0.612,0.803,1.042,1.176,1.143,1.268,1.137,1.054,0.867,0.945,12
"FM_191",0.875,0.79,0.874,0.907,0.988,1.127,1.217,1.233,1.247,1.132,0.86,0.75,12
"FM_192",1.102,0.087,0.191,0.501,0.563,1.212,2.243,2.09,2.255,0.94,0.639,0.177,12
"FM_193",3.747,5.267,2.8,0,0,0,0,0,0,0,0,0.186,12
"FM_194",1.383,0.59,0.626,0.56,0.857,1.208,1.15,1.183,1.25,1.05,1.141,1.002,12
"FM_195",0.996,0.815,0.814,0.665,1.047,1.148,1.325,1.26,1.356,1.03,0.725,0.819,12
"FM_196",5.024,0.524,0.526,0.257,0.31,0.749,0.3,0.253,1.066,2.159,0.309,0.523,12
"FM_197",1.016,0.915,0.653,0.766,0.967,1.05,1.189,1.174,1.081,1.034,1.071,1.084,12
"FM_198",0.721,0.651,0.82,1.009,1.306,1.117,1.607,1.382,1.212,0.777,0.536,0.862,12
"FM_199",4.385,0.16,0,0.536,0.703,0.251,0.648,0.983,3.371,0.918,0.045,0,12
"FM_200",0.795,0.512,0.635,0.406,0.216,0.596,1.992,2.057,1.382,0.714,1.287,1.408,12
"FM_201",1.157,0.963,1.024,0.732,0.934,1.068,1.192,1.231,1.052,0.785,0.923,0.939,12
"FM_202",0.843,0.458,0.765,0.548,1.159,1.162,1.822,1.676,1.545,0.807,0.745,0.47,12
"FM_203",0,0,0,0,0,0.583,0.013,9.747,0.067,1.241,0.037,0.312,12
"FM_204",1.254,0.802,0.94,0.899,0.9,1.074,1.068,1.106,0.972,0.978,1.017,0.99,12
"FM_205",1.268,0.944,1.002,1.006,1.084,1.064,1.191,1.231,1.047,0.748,0.67,0.745,12
"FM_206",1.174,0.976,0.721,0.798,1.029,0.855,1.426,1.223,0.917,0.824,0.871,1.186,12
"FM_207",0.587,0.639,0.834,1.093,2.113,1.54,1.262,0.911,0.765,0.93,0.76,0.566,12
"FM_208",0.372,0,0.178,0,2,1.374,2.23,1.379,0.632,2.387,1.426,0.022,12
"FM_209",1.119,0.803,0.732,0.742,0.978,1.162,1.195,1.239,1.06,0.94,0.978,1.052,12
"FM_210",1.581,0.714,0.952,0.741,0.947,0.868,1.178,1.172,1.22,1.029,0.941,0.657,12
"FM_211",1.287,0.85,0.592,0.359,0.954,1.377,1.558,1.251,1.127,0.749,0.931,0.965,12
"FM_212",1.087,0.816,0.757,0.877,1.125,1.136,1.268,1.189,1.141,1.061,0.776,0.767,12
"FM_213",1.215,0.959,0.955,0.964,0.506,1.164,1.185,1.188,1.069,0.578,1.111,1.106,12
"FM_214",1.196,0.95,1.044,0.649,0.644,0.747,1.626,1.718,1.084,0.89,0.698,0.754,12
"FM_215",7.082,0.009,0.21,0.101,0.149,0.475,1.576,1.17,0.647,0.093,0.195,0.293,12
"FM_216",1.823,0.702,1.483,0.825,1.382,1.034,0.963,0.968,0.78,0.384,0.98,0.676,12
"FM_217",0.528,0.64,0.887,0.853,1.57,0.988,1.207,0.931,1.347,1.611,0.561,0.877,12
"FM_218",10.163,0,0.025,0.017,0.092,0.044,0.991,0.315,0.134,0.029,0.017,0.173,12
"FM_219",0.629,0.446,1.008,0.671,0.826,0.91,1.59,1.865,1.036,1.563,0.818,0.638,12
"FM_220",10.324,0,0,0.056,0.008,0,0.644,0.681,0,0.015,0.235,0.037,12
"FM_221",1.184,0.75,0.753,0.845,0.928,0.831,1.165,1.238,0.966,1.142,1.103,1.095,12
"FM_222",1.184,0.963,0.836,0.821,0.878,1.136,1.32,1.235,1.031,0.784,0.863,0.949,12
"FM_223",1.051,0.811,1.129,1.068,1.195,0.968,1.165,1.16,0.998,0.898,0.746,0.811,12
"FM_224",1.287,1.612,1.563,1.286,1.195,1.614,0.984,0.621,0.367,0.473,0.471,0.527,12
"FM_225",1.226,0.962,0.887,0.713,0.844,0.938,1.086,1.052,0.93,1.001,1.176,1.185,12
"FM_226",0.787,0.726,0.886,0.894,1.274,1.196,1.808,1.551,1.192,0.605,0.608,0.473,12
"FM_227",0.76,0.356,1.884,0.522,0.411,0.468,2.443,2.246,0.691,0.839,0.415,0.965,12
"FM_228",1.201,0.968,0.843,0.835,0.952,1.086,1.263,1.216,0.914,0.838,0.896,0.988,12
"FM_229",1.098,0.722,0.809,0.349,1.314,1.352,1.524,1.221,1.053,1.128,0.89,0.54,12
"FM_230",1.209,0.095,1.21,0.214,2.236,0.672,1.277,0.182,3.038,0.123,1.744,0,12
"FM_231",1.221,0.569,0.401,0.508,1.315,1.505,1.328,1.175,0.809,0.994,1.142,1.033,12
"FM_232",1.158,0.847,0.855,1.02,1.143,1.121,1.304,1.251,1.096,0.783,0.794,0.628,12
"FM_233",2.552,0.02,0.691,0.852,0.477,0.63,1.269,1.279,1.38,2.042,0.689,0.119,12
"FM_234",1.258,1.033,1.152,0.694,0.547,0.691,0.657,0.928,1.162,1.3,1.334,1.244,12
"FM_235",1.039,0.969,0.883,0.817,1.107,0.937,1.185,1.284,0.639,0.882,0.997,1.261,12
"FM_236",1.208,0.975,0.958,1.031,1.071,0.927,1.206,1.087,0.808,1.124,0.853,0.752,12
"FM_237",1.752,0.521,0.894,0.661,1,1.42,1.138,1.223,1.104,0.619,0.731,0.937,12
"FM_238",0.993,0.822,1.018,0.773,0.879,1.043,1.351,1.199,1.099,1.036,0.923,0.864,12
"FM_239",5.542,0.144,0.65,2.18,0.282,0.218,0.27,0.189,0.876,1.066,0.444,0.139,12
"FM_240",1.116,0.959,1.028,1.012,0.814,0.94,1.138,1.139,0.996,0.86,0.966,1.032,12
"FM_241",1.007,1.225,0.94,0.778,1.596,0.966,1.255,0.842,0.567,1.097,1.097,0.63,12
"FM_242",1.019,0.933,0.967,0.799,0.876,1.07,1.196,1.118,0.997,1.024,0.985,1.016,12
"FM_243",0.275,0.221,0.421,0.394,1.746,1.706,2.714,1.44,0.621,1.325,0.859,0.278,12
"FM_244",0.587,0.042,0.004,0.026,2.629,0.013,2.299,0.224,1.203,3.444,1.416,0.113,12
"FM_245",1.2,1.041,1.058,0.481,0.762,1.115,1.255,1.106,1.104,0.814,0.857,1.207,12
"FM_246",3.814,1.376,0.604,1.359,0.058,0.281,0.634,0.623,0.278,0.028,1.558,1.387,12
"FM_247",0.76,0.122,0.137,0.35,0.475,1.663,2.24,2.218,1.223,1.765,0.769,0.278,12
"FM_248",7.43,0,0.007,0.001,0.045,0.299,1.729,1.385,0.399,0,0.705,0,12
"FM_249",1.747,0.909,0.955,0.991,0.736,0.925,1.017,1.136,0.925,0.8,0.828,1.031,12
