Omega_b  Omega_m  h  n_s w A_s
3.597629437447821821e-02 4.259479047741447921e-01 6.309055194775210484e-01 9.239407094742697613e-01 -1.096552057548028092e+00 2.469171162441384570e+00
3.954433426449877054e-02 4.588917400610311725e-01 8.288528624499093000e-01 1.057815651735362739e+00 -1.586833731447389040e+00 3.405662734194923491e+00
6.447220297890224328e-02 1.605115434479254533e-01 5.432685404147410413e-01 1.124660251906626662e+00 -1.320746844168193768e+00 3.106985494740680309e+00
5.010476762315660415e-02 4.961811669385679524e-01 5.436023858638134865e-01 7.882131157389715703e-01 -9.542470048637429203e-01 3.964191452262649129e+00
4.950989280868134390e-02 3.473050691345411223e-01 8.280149137932548697e-01 6.212236595262169425e-01 -8.598232308540114666e-01 3.012337034878205699e+00
3.211696747061277418e-02 1.597514100137504833e-01 6.241872393687381004e-01 7.860840618599584939e-01 -7.669718138150294351e-01 3.894335840509887348e+00
6.346969465178392555e-02 5.199509284513810226e-01 5.913441603908962119e-01 7.720027239563684862e-01 -1.081084423135501904e+00 2.297050398969172846e+00
4.334935548716462028e-02 5.645747939928736914e-01 5.790200858383579563e-01 7.309865278567009295e-01 -4.320395229939975046e-01 2.821239864302628852e+00
5.478595460925249350e-02 4.946105691098260371e-01 7.489035124200029703e-01 1.218011435754867700e+00 -5.232232246284906907e-01 2.405165052139752735e+00
6.205266730118590840e-02 1.819318357532541675e-01 8.607634301798089416e-01 1.123732809671188271e+00 -5.968992998911690773e-01 3.050446422664829349e+00
3.274711248285551435e-02 5.387029233453001220e-01 7.571588416610379735e-01 1.276032603102272844e+00 -1.493169462967885552e+00 2.322405113070585170e+00
6.459949353023548835e-02 1.470788663639405747e-01 6.642337905676268806e-01 8.672844807959538826e-01 -4.592026276621568037e-01 3.444095711291677464e+00
4.466348612387378847e-02 1.211237923581806042e-01 6.304713351817364808e-01 6.500412009691630688e-01 -9.658663931882064402e-01 3.104660066925680972e+00
6.156879193972551734e-02 1.968204844126683617e-01 6.109494592581491412e-01 9.053018983019306409e-01 -7.113089986578842172e-01 2.423176302021696316e+00
6.324671224914241163e-02 2.216262318782827312e-01 6.331373234175361464e-01 6.584106929557961285e-01 -1.367746499106854197e+00 3.294827189007961454e+00
5.939722210616222436e-02 4.762498284501397450e-01 5.027159266346838962e-01 6.451265011503318769e-01 -1.519275096581859552e+00 3.548639094541595096e+00
3.489186716518297843e-02 4.841129483485319129e-01 6.101011571936563183e-01 1.018815295120046205e+00 -5.683093899724580567e-01 2.215093210877087326e+00
4.872094355593251103e-02 3.477810756267382120e-01 6.914752315274650396e-01 1.293044171845521895e+00 -1.065067582480596853e+00 2.482670869015995319e+00
4.340960305113678031e-02 5.239074139706527689e-01 8.658194474184701672e-01 6.461569908004398677e-01 -1.532794697072281886e+00 2.515909994583223508e+00
6.633943685547251390e-02 5.687321560019288347e-01 5.886321680401506162e-01 1.058871496071225771e+00 -1.303930040602563567e+00 3.910672240837356650e+00
6.546974301385077855e-02 5.224602287279108692e-01 5.204662092334362278e-01 9.735032882111855912e-01 -7.655388056532955732e-01 3.218941415958697760e+00
3.733761834567939780e-02 3.532937264642097563e-01 7.118194157219879248e-01 9.347443093958416327e-01 -6.180314749478520442e-01 2.358391232047952979e+00
5.993972120200004305e-02 1.026912610344693777e-01 6.797906153886175140e-01 6.748145717337922234e-01 -7.840392094772161702e-01 2.428227628460165821e+00
3.063538301882426720e-02 1.123528463010462497e-01 7.837295410340955337e-01 7.528739969242993491e-01 -6.830498498177327571e-01 3.928201023808097769e+00
3.030820507633510269e-02 5.457511057724684367e-01 8.246426851842720840e-01 1.063937008208338808e+00 -9.150230497745822644e-01 3.230405967538070300e+00
3.869014631918771263e-02 5.704088504037126972e-01 8.274883648373551059e-01 6.704615108058666895e-01 -5.151820714865047446e-01 3.149812672649466627e+00
3.995787064003025746e-02 3.202833419182455343e-01 7.172790355691702757e-01 7.951638408163305138e-01 -9.039028534873337906e-01 2.831797892820714146e+00
3.668249135849449560e-02 4.011535366628251609e-01 8.728186231691762442e-01 1.082114336561858181e+00 -1.039009203101089795e+00 3.846663028461617451e+00
3.241515952222455421e-02 5.091768767790830763e-01 7.860826253683077525e-01 9.444251604376929787e-01 -1.005725467691464869e+00 3.529347566932843794e+00
5.235797506361677955e-02 5.160856722229890670e-01 7.704907438655259622e-01 8.505568594826488082e-01 -5.566695877850238450e-01 2.564085041012052368e+00
6.351946795296925519e-02 1.791443781942858859e-01 6.127965312018377464e-01 1.164050775809015503e+00 -1.542308312534564241e+00 2.047111351356819764e+00
3.187153925288079004e-02 1.481181716402449888e-01 8.465863774047523993e-01 9.259086063220840490e-01 -1.212920117068000847e+00 3.522241349352000395e+00
4.786148989228038164e-02 1.299589316824044383e-01 6.777799262364891941e-01 8.214788604018593565e-01 -6.808290700318575528e-01 2.172343840977441598e+00
4.198798267456926858e-02 4.137601132715050811e-01 6.169488373501554879e-01 1.020710953970739743e+00 -8.525593625892863292e-01 2.712210158980661756e+00
4.893156845275219158e-02 4.796145682682384503e-01 8.942348533750494877e-01 6.399828266424191225e-01 -7.682420947524061239e-01 3.446891492426965797e+00
3.309632348915606675e-02 4.262461945564371968e-01 7.865784671105934267e-01 6.531969604376370864e-01 -1.079867387859852146e+00 3.269386952205326935e+00
6.427103760998040261e-02 4.061364304529343494e-01 7.658301981882985610e-01 6.639307835372523225e-01 -7.505220266020384834e-01 3.236325324551600158e+00
5.839750036689947410e-02 1.258628889044683119e-01 7.508296412866504177e-01 8.052134631017656696e-01 -1.258570412430140673e+00 2.741010319365103864e+00
6.846927709104019821e-02 5.188128427630317452e-01 6.706376691677343738e-01 1.015868806864523632e+00 -9.225009348123223152e-01 2.559004625985515702e+00
5.211866880678468761e-02 3.838039299700507501e-01 8.848411988772806325e-01 1.081160836253768576e+00 -1.508540787029646779e+00 2.758647442590297594e+00
4.124975030799412495e-02 4.735169147696012271e-01 6.479174635556026463e-01 8.014633960595927142e-01 -1.088247656427058896e+00 3.815897761681732447e+00
5.076346164937048377e-02 1.500075076919124006e-01 5.156190830626318222e-01 1.212210221319470538e+00 -1.526785020796600278e+00 2.592903979029529182e+00
5.247998558013092230e-02 1.689366774166332630e-01 5.382942887395574250e-01 6.941173053726593656e-01 -8.569020609405859634e-01 2.618003112120178333e+00
3.411573973736626436e-02 2.235958484559415482e-01 7.409962940589243097e-01 1.112893428372002447e+00 -1.160506645948808480e+00 2.368210603746922160e+00
3.149228541346987126e-02 1.803176521335086990e-01 6.419314302318970267e-01 8.573816380734806675e-01 -1.564116660071786402e+00 3.856338911373339062e+00
4.895401545839715707e-02 5.516605690441155341e-01 8.012328023831487567e-01 1.106354173705688337e+00 -1.590209984885253336e+00 2.106677451684097147e+00
5.240473879591851791e-02 1.310371442097364447e-01 5.679171928809226833e-01 7.979692144555894373e-01 -8.242391704391461849e-01 3.974365618622499152e+00
6.343514286611573461e-02 1.583858035488411864e-01 6.702228757703156958e-01 8.923579573940907395e-01 -1.470474925432287527e+00 3.155335780775645915e+00
3.528812719464003572e-02 2.341691341130620330e-01 8.531628402731046279e-01 8.993305471464235756e-01 -1.322585099763561534e+00 2.614819783431279632e+00
5.003033197119041708e-02 2.838470895501262192e-01 8.422421071431784867e-01 7.062223077329941034e-01 -1.213649327742247097e+00 3.685054734753166805e+00
4.678895924616672392e-02 2.380415295778585960e-01 6.044525831722605824e-01 6.068722756445401600e-01 -1.018102449198654780e+00 2.717755002790607222e+00
6.710025087265027166e-02 2.449799160316198932e-01 8.228331805456865489e-01 7.371498260907707323e-01 -1.282764336191430710e+00 2.069644266957979095e+00
3.843502803663659262e-02 4.448783280585977273e-01 7.547857158768491725e-01 1.191876069216880385e+00 -6.498509910853720317e-01 2.802232761664245952e+00
6.946837370626432473e-02 4.582867883510314266e-01 6.092460365928397126e-01 1.281765847733473462e+00 -1.122050496735121250e+00 3.507117797057179409e+00
3.182606250571640150e-02 4.870988773498426960e-01 8.257142519507073564e-01 9.524588018859901917e-01 -1.072044972494935688e+00 3.638032349390759812e+00
5.364919964497485982e-02 2.779979977621127030e-01 8.979392055550343699e-01 6.477986873796979239e-01 -1.516797881918398039e+00 2.327619550561290662e+00
5.138858356285358475e-02 2.784329901880664426e-01 8.776851580862905511e-01 9.358204714119653378e-01 -6.413030658429771380e-01 2.774352461782438883e+00
3.080137716351964358e-02 4.245552224040997080e-01 8.720183516772734844e-01 1.151551310845788212e+00 -5.263429023918384519e-01 3.714221033901497826e+00
4.275491483136405896e-02 4.988236113551863804e-01 6.621688081759480315e-01 9.423932125046556862e-01 -7.162635264406568281e-01 3.664039686196762347e+00
3.379553050123682706e-02 4.504204652945801302e-01 6.998969128663580230e-01 1.009969441369405363e+00 -1.472784063455301995e+00 3.983946012129867764e+00
6.021049682714155887e-02 2.212585715824025578e-01 5.761382229385226816e-01 1.036140763145478871e+00 -8.276636154467772455e-01 3.900939211673734697e+00
6.799226998806970346e-02 3.087191744962344275e-01 6.674389501387263390e-01 9.261715891799626732e-01 -1.178481352565683871e+00 3.092052428259769670e+00
6.600014480758152613e-02 2.660552766332893726e-01 8.271687787434985895e-01 1.073845103210478991e+00 -1.528242581675848255e+00 3.825342903317757504e+00
4.530470441122710912e-02 3.321913674045058884e-01 5.581599168313428061e-01 7.828654485892808657e-01 -1.425626790149976619e+00 2.129681572863939110e+00
5.526479287674167240e-02 1.974072872212342400e-01 5.468394840311184835e-01 9.825198676389028662e-01 -6.245785508256825880e-01 2.788652699357441200e+00
6.123920997940557331e-02 2.696583153241894348e-01 7.123553054707105758e-01 1.045797406282882536e+00 -7.756872421519400707e-01 3.738718896843321815e+00
5.159906453629696521e-02 2.847779307542291916e-01 5.516666755524487487e-01 1.231701808958834299e+00 -1.440272600615589482e+00 3.837822305963082492e+00
6.242288501394760436e-02 3.101654223090088980e-01 5.547927861753092493e-01 1.109427226851741555e+00 -1.012456211128144545e+00 3.230618078588858744e+00
3.762286554456832632e-02 2.153515809418637961e-01 8.967398071222572042e-01 1.066136236248998337e+00 -1.078307091835594811e+00 2.271738189276975017e+00
5.232159099533371938e-02 2.419514326158486717e-01 8.010969046227003343e-01 9.553273133724575761e-01 -1.279237405327050769e+00 3.820384765571373631e+00
3.399957545672574466e-02 2.161395845211975253e-01 7.503863607544589698e-01 7.778490986656902972e-01 -8.777544148406263291e-01 2.149196490780757252e+00
5.605606562354503719e-02 5.550738285819959428e-01 5.719714416313989025e-01 7.318587803996972063e-01 -7.098316911909161586e-01 3.568937039787753562e+00
6.120323333826850620e-02 2.776822123375544682e-01 6.176640198673506443e-01 7.763119624893413118e-01 -8.105067961912626462e-01 2.972432143147881511e+00
5.779946077515217551e-02 5.490512577479803591e-01 5.069691409019384531e-01 1.013386607810816686e+00 -1.119862015323769278e+00 2.763773764718117310e+00
6.269877329569137347e-02 2.594173541606484834e-01 7.439027036213130550e-01 1.111637977716394499e+00 -1.013770578412046763e+00 3.697880435375489938e+00
4.145106642282599813e-02 2.871068977178765635e-01 8.184593915812141685e-01 1.247459876219151331e+00 -1.287082908919305435e+00 3.703135998120894001e+00
6.498940450339758812e-02 3.755868438657815611e-01 7.253590777654937982e-01 1.011495744534681052e+00 -1.495090404867006173e+00 2.597270905759918591e+00
6.777266550757238273e-02 3.847452226603459424e-01 7.026503694768503339e-01 1.007587717452154585e+00 -4.202968015744501518e-01 3.274322982509775493e+00
5.757661309498188218e-02 1.653574783162868322e-01 5.551748679118339025e-01 1.181864907594830427e+00 -8.713062716046534595e-01 3.210897058118610481e+00
5.321725213734801452e-02 4.681544064482304757e-01 8.739810161628657204e-01 6.959169858603149184e-01 -1.048325910542872830e+00 2.079121553651017695e+00
3.590724950772660601e-02 5.029669740120148447e-01 7.396602220939207939e-01 7.016137497615719809e-01 -4.763454277140402038e-01 2.999408930577976307e+00
4.411976703915231057e-02 2.117530709615549900e-01 6.253584586617457752e-01 1.040467061356105116e+00 -1.476541520930227946e+00 2.373660595943920981e+00
3.628322720450859185e-02 4.071328719649448535e-01 7.973044019548485295e-01 8.307671488104831914e-01 -1.296022751020937669e+00 2.817710682958981305e+00
5.007730450294596569e-02 1.160030011699461489e-01 5.738662836412480317e-01 6.796322528461918866e-01 -1.227536924362050419e+00 3.679809253176448802e+00
5.519149099366990607e-02 5.781572775056837976e-01 7.799347217423306944e-01 9.028573145565665925e-01 -1.443724530465486655e+00 3.819384609525018348e+00
4.348539484393663251e-02 3.674805516284871398e-01 7.611175190162985382e-01 6.593526905587339115e-01 -1.554888642362568074e+00 2.608597631116265969e+00
4.724577536268400463e-02 1.448721862325899612e-01 6.878623497158563582e-01 1.195495261081608973e+00 -1.541322398387233283e+00 2.851446965619409912e+00
4.116479447382900836e-02 1.242128750104997403e-01 8.590443928090691905e-01 6.113225651393350280e-01 -6.463206280238756873e-01 2.329914436742729134e+00
3.497847489988277492e-02 2.706660459226180593e-01 8.166889292683512380e-01 1.055341722779827407e+00 -5.952906109873856710e-01 3.046230610836672348e+00
4.691074508524344100e-02 5.908389224619396973e-01 6.604428662307841869e-01 1.242555600763847856e+00 -6.905677073101064156e-01 3.324988133482900565e+00
3.846188838776121166e-02 4.703925152237388163e-01 7.733103101754359443e-01 6.047239738147838217e-01 -8.351070341020951915e-01 2.532411714632336164e+00
3.350535099318509985e-02 4.746542558026789482e-01 8.162931077176396322e-01 1.250744423219868340e+00 -1.010187548146723735e+00 2.970654523379755663e+00
6.924861859040912226e-02 4.433724738727574666e-01 6.795474147172091417e-01 9.693412778283405640e-01 -1.179453712416814737e+00 2.419411711140667887e+00
4.477552914622678210e-02 2.939978006920178077e-01 8.477703774120510793e-01 1.208890758968603762e+00 -1.538194380041848497e+00 3.644637715123183241e+00
5.446499068495359169e-02 5.890031767765425696e-01 5.014617207288020184e-01 6.602628952804313611e-01 -1.290963723829630538e+00 3.931536382042315481e+00
3.888340787695741124e-02 3.731265758579515035e-01 5.259476430204137465e-01 7.602637702258192576e-01 -1.503091685121375809e+00 2.935403815757915869e+00
5.013451434544402563e-02 5.244249823928828214e-01 6.541434565042363314e-01 1.012612757070811442e+00 -5.521552744111473121e-01 3.205045626141047599e+00
6.230192183513311860e-02 3.894303548568747164e-01 5.301927964902269919e-01 8.611449441565462992e-01 -1.332396718446621886e+00 2.353126453811653196e+00
5.191564015135692600e-02 3.959741017100633087e-01 7.349588032186137321e-01 8.365901693363398950e-01 -1.154290695077709206e+00 2.029889141872095681e+00
4.279991521901800600e-02 2.713711387016566334e-01 5.251301143252469217e-01 1.118645438978647988e+00 -1.041242532656428299e+00 3.028206814617661280e+00
3.091979123391622869e-02 4.845214314504033837e-01 7.921042404763939393e-01 1.028967558733903331e+00 -1.266440921471989611e+00 3.186454477600276558e+00
4.203475148614310708e-02 2.944379270501984447e-01 7.159292162886393696e-01 1.142650540053373964e+00 -1.395161251841592565e+00 3.456858288792417966e+00
4.806125145193267112e-02 4.308465116159679864e-01 5.984340715777255459e-01 6.024086757315434415e-01 -7.659231636994168202e-01 3.005179194368229112e+00
6.102311165210205779e-02 2.404653514020422267e-01 5.354231574032597418e-01 9.289401087694189041e-01 -7.198397897017583258e-01 3.514226935246053785e+00
6.212152781603040574e-02 5.624032488399874907e-01 7.101149963174049340e-01 7.969494972180740655e-01 -1.336690200928807526e+00 3.987073344403415653e+00
3.396442984378421348e-02 5.190632230127085744e-01 5.507754131023459010e-01 7.822178363940861523e-01 -9.387602499261653577e-01 2.143723018265732083e+00
4.750366443631018343e-02 4.577680857433084061e-01 6.164303878184413943e-01 1.169963148793944363e+00 -5.843412440238247019e-01 2.153155800785912177e+00
6.451050139677577677e-02 5.531435044363638420e-01 7.780796516854975309e-01 8.516791403850856312e-01 -1.082891248519758598e+00 2.275515449030189430e+00
6.811036363508427005e-02 3.331488678711793661e-01 8.298819780219582887e-01 1.116780223421952378e+00 -1.023082780989681417e+00 2.239548431458704858e+00
3.630062847997838488e-02 1.215872751526409640e-01 5.647071823758627040e-01 1.116841990721769706e+00 -5.014003921038809874e-01 2.928809108077243817e+00
4.535631675579790412e-02 2.309611467187300538e-01 7.842626927646357826e-01 1.154544603422663407e+00 -8.942520165966073575e-01 3.448944073203909610e+00
6.989704206758981520e-02 5.609316842455560614e-01 8.295938757465601832e-01 6.223857476419140111e-01 -1.596250679766494152e+00 2.330193431876286692e+00
5.210726566985444952e-02 4.775905961257512766e-01 6.030710975201242219e-01 7.815618006811276830e-01 -7.939802045578419065e-01 2.465366052150144149e+00
6.532729219321189995e-02 2.206494435067233029e-01 7.223038617970849451e-01 7.836241765148521665e-01 -6.923955232866227938e-01 3.834307427222743314e+00
4.090604329412776685e-02 1.410912325112777532e-01 5.794851595751506768e-01 1.155379786396629527e+00 -4.679229227328234320e-01 3.957182981510681152e+00
4.253709164782146224e-02 2.277331749073681355e-01 7.961913186073389381e-01 8.364154942322346020e-01 -6.970044055885196155e-01 2.641223382320934565e+00
6.716215039140246978e-02 1.235615398467848070e-01 6.568689585667074615e-01 9.349920150784185591e-01 -7.850683685185183558e-01 3.246410797872012033e+00
5.377853446593501563e-02 1.811856819605604518e-01 5.440159164202045261e-01 6.366619345263925256e-01 -9.003057445940277903e-01 3.779535916304202381e+00
5.739979074099010870e-02 1.849103507523425227e-01 5.105056839465702545e-01 6.824009421164380917e-01 -7.432547957264243887e-01 3.708380759844612129e+00
5.719037805492302451e-02 5.127176611984550769e-01 6.600852180161502769e-01 1.008256301316551307e+00 -5.068839803359144192e-01 2.631218743597865561e+00
3.826520399589559279e-02 5.746672470716290837e-01 8.972688291765972268e-01 1.258423759799654817e+00 -4.760314850580731338e-01 2.037211310772309325e+00
3.169621641162116005e-02 4.657886741301352496e-01 5.035481375994323994e-01 1.298742585836842878e+00 -5.730739129521744690e-01 3.110460657082284364e+00
6.038731547136949596e-02 2.949549034634990630e-01 6.048842274077812498e-01 1.089262171808802249e+00 -7.539352147605828947e-01 3.500402323563298168e+00
4.748802161867349270e-02 1.245937910865023424e-01 7.756601109445628861e-01 1.235310206771795816e+00 -8.018956992616216306e-01 2.922300125241646729e+00
4.430699432733706256e-02 1.449504784150978942e-01 8.155427596246764832e-01 1.015598385356792255e+00 -1.090058436356120097e+00 3.418435017531676223e+00
4.143377062068510919e-02 4.890066531076359135e-01 7.688121506144323103e-01 6.425527189543303042e-01 -8.219471799399679091e-01 2.289255274997741729e+00
4.156054629033881231e-02 4.088625265594744151e-01 8.904077454992118668e-01 9.180771714377597981e-01 -1.069268239934893394e+00 3.706108471389813364e+00
3.115280743681439826e-02 1.505302289692684592e-01 6.233482546576069039e-01 1.047040744844528470e+00 -1.060857869259928865e+00 3.439080077275740610e+00
5.560733620714847919e-02 5.679968893731420776e-01 8.073348113220072397e-01 6.435848782885223995e-01 -1.297943515825602523e+00 3.608708987932920387e+00
4.228150953794043709e-02 5.629242370758934522e-01 5.597888739112061307e-01 6.549358326125926943e-01 -1.294448429984699889e+00 2.142134091183153455e+00
4.848793038442383158e-02 2.538553489753149206e-01 7.666019893112723249e-01 1.283959163197403885e+00 -1.314891253282247874e+00 3.296905558580123685e+00
5.791482378024894601e-02 5.305518664979431698e-01 6.592798886052281260e-01 9.188888680079088100e-01 -1.224917325341132290e+00 3.168101387376497158e+00
3.224900445717788361e-02 1.784566476677054148e-01 6.948128080872105761e-01 1.231326825529152735e+00 -1.416941226707240986e+00 2.729843786635163028e+00
5.697744767446416558e-02 4.212075595817142970e-01 8.035005193091029341e-01 1.221629484514005881e+00 -7.973704430635181195e-01 3.723351578136931295e+00
3.691129703632316933e-02 1.966514912229566092e-01 6.096091265502027179e-01 7.985817676260098530e-01 -1.411939680010169340e+00 3.767876848794386113e+00
4.240898570116676675e-02 5.402168729987149032e-01 5.185517744376814120e-01 1.277711121203261690e+00 -9.528764499656440234e-01 3.639628419436972351e+00
5.510477490900611564e-02 1.406250281105283495e-01 7.928020945636886641e-01 9.315543429477242121e-01 -4.171710891431337220e-01 3.587845922912493712e+00
4.047853002241502685e-02 4.812153679488122560e-01 6.647347911565079093e-01 9.310613193220904638e-01 -1.148336532629506745e+00 3.188643909177617530e+00
4.051391148696475986e-02 2.375629587113141372e-01 5.001307788072388849e-01 1.263047890728016043e+00 -7.335083559450366053e-01 2.938094838723968483e+00
6.840538323128259046e-02 2.181094708359999079e-01 5.685343223584577999e-01 8.718338396725504591e-01 -1.086361427164785454e+00 2.300162827479125482e+00
3.978047761667301979e-02 2.624153518572684973e-01 6.281864937736841847e-01 1.228502015288869265e+00 -1.189551996610351603e+00 3.389410138062872058e+00
6.519605191820319889e-02 3.853058151996320291e-01 8.437096574543435645e-01 8.448086983208128453e-01 -1.177210863360866000e+00 3.252694066303796205e+00
6.493977310314597018e-02 5.634286898400991950e-01 8.990567911175348925e-01 7.433655089095012602e-01 -1.000347506893430438e+00 2.245041090339434664e+00
6.024862548685608332e-02 3.197621776006019934e-01 6.932897960852555386e-01 1.024448542631086312e+00 -1.485372234061654861e+00 2.435188568217334648e+00
4.221066011678384355e-02 2.112763518101391791e-01 7.967164229981009704e-01 7.084546841413278395e-01 -6.639606539393229090e-01 2.206950680271733578e+00
5.915940669472852242e-02 2.507457313688438161e-01 6.448970531209821111e-01 6.293605714567924725e-01 -1.191879563179515156e+00 2.259920402801617989e+00
5.937328575170493228e-02 3.723657330695431256e-01 5.844143997652688771e-01 8.325472102071566072e-01 -8.364689617243499242e-01 2.415666791677317349e+00
3.771939396895482299e-02 2.547001290252728367e-01 6.482625072939162125e-01 7.123959656314772237e-01 -5.961058886927488309e-01 2.119981127154613620e+00
5.065827637604959632e-02 3.612478279615392029e-01 6.707455443793168826e-01 1.172714569257130801e+00 -1.155408664730754653e+00 2.550286021987604457e+00
6.944570801457407294e-02 5.370056847135359357e-01 7.239341697390959673e-01 7.848828499549584947e-01 -1.246782969351847514e+00 2.000952644988243101e+00
4.697672095659286007e-02 4.894691629897486296e-01 5.115790212173555451e-01 8.684647450973885796e-01 -1.151955610517212847e+00 2.066722786675736057e+00
6.691598127647699346e-02 5.466254065852832467e-01 7.679327685714099072e-01 7.511157680046849361e-01 -7.301259754178293093e-01 2.706304834641932722e+00
3.267153290018810774e-02 4.916863354324865210e-01 8.517800212298786144e-01 8.961200949739516197e-01 -1.062055368032129410e+00 2.348231069510209323e+00
4.802459280243463746e-02 4.488999912560084349e-01 7.584261780360812555e-01 1.023458505939694119e+00 -1.164335876620522292e+00 2.505550497949175615e+00
3.235138776033079366e-02 2.817118311567151090e-01 7.821200736388113084e-01 1.105610703946196871e+00 -4.953850513866697725e-01 3.872353706181383970e+00
4.757743493386128175e-02 4.820784544039974362e-01 5.557564103459836646e-01 9.655877513732286088e-01 -1.075835603039667410e+00 2.837622920146695371e+00
3.638285936813129978e-02 4.693188446292876348e-01 8.545539142757646589e-01 1.172080377572260357e+00 -1.334246869026020743e+00 3.202545083505614176e+00
3.990452097675183107e-02 5.003929172394507852e-01 8.373324254587390936e-01 1.240709059757324262e+00 -8.054302490258236080e-01 2.098692093119451929e+00
4.962247435970648657e-02 5.298881562812367552e-01 8.930755594976278466e-01 1.069729674836519262e+00 -4.083848167487189595e-01 3.136674356398338137e+00
3.424840465747075458e-02 5.273788163353728686e-01 8.426798892561193632e-01 1.005857521631133622e+00 -6.128781672312367812e-01 2.845875017040716770e+00
6.721771286114416877e-02 3.397351059538249451e-01 8.757475409831699809e-01 8.104347120578379027e-01 -1.421713606042136702e+00 3.403047854495143021e+00
3.120937573214707661e-02 1.397056758401775955e-01 7.852763125133435107e-01 1.070593710756243766e+00 -6.940293382135557243e-01 3.733697637121431878e+00
6.865331643805255846e-02 1.403699813411291852e-01 5.473368060473229324e-01 6.373848545388024478e-01 -5.390380377290220348e-01 3.782480408599807387e+00
6.687143870858636152e-02 1.322132470974752283e-01 5.165699088228004054e-01 8.876743945816063519e-01 -1.389649078760846646e+00 3.603608191469112043e+00
4.516912899603187093e-02 3.111877543084889952e-01 7.387763560151738851e-01 1.201228238329647979e+00 -5.932579714835437557e-01 2.752656854008308063e+00
4.757846326864898640e-02 5.990919109448041846e-01 7.555556558739935369e-01 6.668680559044503076e-01 -8.584307629769662995e-01 3.068634377704122507e+00
3.788868733865958377e-02 5.010441163107492990e-01 5.110077210365382427e-01 6.404504666482663255e-01 -9.359242655051754900e-01 3.295889999454960417e+00
4.704249524201111615e-02 5.925547966230704233e-01 6.422807267336529957e-01 8.276000066507545050e-01 -6.371954838308606650e-01 2.251876762767486717e+00
5.595964219068364637e-02 1.490382075161989228e-01 7.035056821472427391e-01 8.986466303809457212e-01 -1.316320161571708391e+00 2.598099510275689195e+00
4.775506625650098591e-02 4.602249566811335013e-01 5.331064664600276837e-01 1.106977013777038721e+00 -4.102375159000515303e-01 3.498432828145810802e+00
3.911827003794118851e-02 3.726402531155829090e-01 7.917041701442955048e-01 1.055082969691325534e+00 -1.025815094369739722e+00 2.625105299681131488e+00
6.404858559465886891e-02 1.931340049540558046e-01 5.533589066267665668e-01 1.293254158098657403e+00 -4.010808024405101424e-01 2.955453525513315416e+00
3.758847456376759183e-02 5.306791757382722796e-01 8.040408081703673826e-01 1.001137467373296452e+00 -9.183567356787313285e-01 3.505402344933788772e+00
3.171893123869466008e-02 5.898864827103068587e-01 6.530321047350172714e-01 9.602432870833190748e-01 -1.366588569137193510e+00 3.172981576820085081e+00
4.599084930666426374e-02 1.390180651983292937e-01 5.072548724378592722e-01 6.315687852506167710e-01 -5.094345033455187632e-01 2.681377757054037581e+00
5.412626693953313806e-02 1.716827129729627532e-01 6.237366804149290234e-01 1.163824449209760470e+00 -4.508594243638199828e-01 3.711877006910904608e+00
4.728357164974836269e-02 5.110558572152610335e-01 5.961026295590586832e-01 8.346119310883940434e-01 -1.283683621758904714e+00 2.833743588263196944e+00
6.966953755447059804e-02 1.144238143227073734e-01 8.956312750498937048e-01 1.245942876527544652e+00 -6.237552552835559094e-01 2.698129994802806131e+00
4.345788195009165494e-02 5.823870779946479503e-01 6.894133211887607526e-01 7.960515673166524975e-01 -8.392385226880472171e-01 2.639940826632148241e+00
4.836625205550743045e-02 1.264503305812602896e-01 5.909981886456971978e-01 1.215495273620688765e+00 -4.432049507616999673e-01 3.897211587033294400e+00
6.848016317046667911e-02 2.896029096845239570e-01 6.829655445055330398e-01 9.484580760639511610e-01 -9.232984579615747256e-01 3.580105821502110430e+00
3.848831806024943791e-02 3.127503654110103115e-01 6.983931908033642610e-01 8.395963388905735014e-01 -7.797575448709902490e-01 2.315151778291968832e+00
5.131645409522249401e-02 4.626019930361333632e-01 7.524535477808225181e-01 1.092124068190472919e+00 -1.055431103590508846e+00 3.544164559632918099e+00
5.667563186786352125e-02 5.290437658177996605e-01 7.403150263890265759e-01 1.084295595857416084e+00 -7.821285447626962206e-01 3.351831917661642013e+00
5.932041793047531514e-02 5.058189780253263823e-01 7.592769901493316986e-01 1.168948258006002217e+00 -1.269950939672356283e+00 3.346070329426027889e+00
3.837016772923768776e-02 4.712800944507297141e-01 7.364573976809672962e-01 1.178579902836399462e+00 -5.300792559744160748e-01 2.819803465245894092e+00
3.249067055794482156e-02 3.769489434807854478e-01 7.619160725856579663e-01 1.064424029548983519e+00 -9.422769136451539795e-01 3.876627769563627535e+00
4.190599458441821717e-02 4.611220243905680416e-01 6.740949990732072461e-01 1.251097979636407675e+00 -7.256889047266849024e-01 3.933786308980018909e+00
6.163513681110541209e-02 5.278586748444394905e-01 8.948131628781337277e-01 1.134122169068383368e+00 -1.121776416785321029e+00 3.441794485372211554e+00
6.138867726576260897e-02 3.535606690081263270e-01 7.355408622276744524e-01 1.102716167815875004e+00 -1.159072574122474997e+00 2.270104172602356751e+00
4.672855516079272437e-02 3.042027536240431429e-01 8.896130537053875686e-01 8.708490194766811410e-01 -8.648251078010966708e-01 3.164942731421761302e+00
