Omega_b  Omega_m  h  n_s w A_s
5.877330790433635960e-02 3.238365215399968688e-01 7.083859158379778309e-01 8.665283501733750393e-01 -1.102927999434623718e+00 2.417210506301527229e+00
5.325919882753844814e-02 3.408935106497074097e-01 7.326767025325191529e-01 1.100049815447851520e+00 -8.431317641819465747e-01 2.796315849259427999e+00
3.903835932872427861e-02 3.546282306935035766e-01 7.602507507396740749e-01 7.466021977624002215e-01 -1.192938438332002526e+00 2.282201957689689920e+00
6.438539562156520013e-02 1.522485769541672695e-01 7.307114219013604028e-01 1.258117469284817158e+00 -1.478804564258686005e+00 3.793948402668088971e+00
4.795112741907107956e-02 3.420616270414922888e-01 8.122127572721286048e-01 8.237162001902649244e-01 -9.080468661329575975e-01 3.192827190408202842e+00
6.177283622882484559e-02 5.370427825419941126e-01 8.110475120321245512e-01 7.714924698553631277e-01 -1.460623897996184084e+00 2.011770853812520965e+00
5.018778542056511610e-02 4.061817669530013442e-01 8.668465219213024042e-01 6.698963877892222252e-01 -4.196930988339333535e-01 2.522624734379391054e+00
6.971970509598462984e-02 2.457492123676716378e-01 6.550301675150433933e-01 1.220169641656666526e+00 -5.485142854338136420e-01 2.180966634669397219e+00
6.192909371798063084e-02 4.395428189024235266e-01 7.429921431117225694e-01 1.044753162374431277e+00 -1.093534639756816862e+00 2.453072294968252631e+00
3.783523625666906226e-02 4.527351315921472885e-01 5.803323744796786698e-01 8.843360077407743658e-01 -1.342225839215656080e+00 2.814504915989191058e+00
4.840760502167702761e-02 4.617930226223855295e-01 5.998894955350417835e-01 1.140435478697491511e+00 -1.531549996339989894e+00 2.379632949195101155e+00
3.662986859429205599e-02 1.859454367137112762e-01 8.964123772740213436e-01 1.168703836916241023e+00 -1.482179216857182347e+00 2.891709792245890309e+00
3.654155151032188742e-02 5.944106024749152839e-01 6.828104022735304035e-01 9.045646871158481428e-01 -4.409341824298755874e-01 3.612525678876636892e+00
4.718559104406132299e-02 3.442418289652333652e-01 7.451710071881655351e-01 7.897191878165485956e-01 -1.300473389543987279e+00 3.152212174214539253e+00
6.323024050489055303e-02 2.391940997579390937e-01 5.147097932322597380e-01 1.083820119379899527e+00 -5.996575779022079722e-01 2.648767025079750148e+00
6.079302169335967787e-02 1.359555699937332607e-01 7.271995323453236404e-01 1.206834571255515298e+00 -1.454819626087051621e+00 2.455599826881928571e+00
4.942787734038887881e-02 4.980684968996295092e-01 6.273072924543474649e-01 6.971258901707417799e-01 -1.518668175336909787e+00 2.020860276368933839e+00
5.977230023217722926e-02 1.330252584606100574e-01 8.341976467323967137e-01 7.887782274547348038e-01 -4.256192601904531525e-01 2.280795903770464150e+00
3.403916068029640141e-02 1.853329211776656715e-01 8.076193658698926914e-01 8.778424856743700655e-01 -1.459804558313797296e+00 2.826753234950905025e+00
3.676788494452576384e-02 4.380333498605387677e-01 8.556755067094174994e-01 9.084685454884544598e-01 -7.475355341678183718e-01 2.039587485388768773e+00
5.867850168605594219e-02 5.249037923913207893e-01 8.266346496428118584e-01 8.081839064812764706e-01 -1.533841388876482803e+00 3.260468849777136136e+00
3.427419160892043043e-02 5.232239484072240820e-01 8.882935502110473891e-01 1.048702001545271489e+00 -1.464359920456522968e+00 2.265458706356453522e+00
6.648293645471896329e-02 4.547123117181416374e-01 7.682872199948087566e-01 1.100703454890171074e+00 -1.344445142080838984e+00 3.953949428345380657e+00
6.456339483043903316e-02 4.317464042286857095e-01 7.192543076108957045e-01 1.075924442169681861e+00 -1.328308434402119875e+00 2.212480484548333681e+00
6.281065225244844563e-02 5.675383004786621610e-01 6.507053844326384784e-01 8.883008928852609287e-01 -9.260999965445693149e-01 2.365070797970017402e+00
3.123910080413915338e-02 3.035104055838548920e-01 8.711284018566258780e-01 6.249706579971293641e-01 -1.303467243513718454e+00 3.623903483279860893e+00
6.133060058689727978e-02 5.527093754178646900e-01 6.880208890156888080e-01 7.417357496843361986e-01 -1.384928055217207410e+00 2.716649565626516605e+00
3.480798835148120329e-02 4.024934317901158742e-01 6.319394535815272551e-01 1.205592923302305941e+00 -1.556815245827632532e+00 3.185111536019419098e+00
5.802834534497645913e-02 5.513443555255188588e-01 5.799211919724280850e-01 1.174742113900581586e+00 -7.290970914801863101e-01 3.355934165833219573e+00
4.360279821669130196e-02 5.358287177176420668e-01 7.910656393551858123e-01 6.608858008812060758e-01 -1.310609865305543575e+00 3.472462862529336558e+00
3.164400017993211633e-02 2.812362711899520917e-01 5.182689613218686153e-01 1.093749130222181121e+00 -1.190457048716803801e+00 2.445115933742033398e+00
6.955121101294695074e-02 2.143025258341576533e-01 5.866281627734289961e-01 1.266115224292482466e+00 -1.276055633927236865e+00 3.884785583949310617e+00
6.917277457840995125e-02 5.919138600443992759e-01 5.635527167698622941e-01 1.284372453010333093e+00 -5.790493121699464840e-01 2.949287967497161933e+00
5.742844412337360510e-02 1.754517350196996839e-01 5.509340795407400293e-01 1.062614970366126954e+00 -1.104220868059376137e+00 2.737884095696920816e+00
4.451818823032197003e-02 2.015307702919864052e-01 5.442957963020851331e-01 9.394464776377773330e-01 -4.716031341379534059e-01 2.638564007050230309e+00
5.737262675975378368e-02 3.081653055994958978e-01 8.004810063208346316e-01 1.252867926928109110e+00 -1.031941996280987928e+00 3.055020278563851388e+00
5.604009653794420759e-02 4.419537047613240066e-01 8.667497331314624187e-01 7.868357193245349990e-01 -6.356490874760035714e-01 2.356144641287275299e+00
5.185718747519149630e-02 4.507355496169299647e-01 5.393780790115803025e-01 7.412684309555551687e-01 -7.317927034926196006e-01 2.944311585956821631e+00
4.653202461195389550e-02 3.655020790569051270e-01 5.117482098201299179e-01 1.294550083244758287e+00 -8.210053680809542564e-01 2.958244070512394686e+00
6.488513244379590095e-02 1.046701467924815443e-01 5.349731403067969904e-01 1.028569068858780522e+00 -1.174981649126324967e+00 3.081019602437196525e+00
3.971934466056341317e-02 5.000733912216570598e-01 5.814100967139588239e-01 9.833156194750239942e-01 -1.083397928791243192e+00 3.908553196209341607e+00
3.534465637952250577e-02 5.841985722754305943e-01 6.135145506137141824e-01 1.271176915207638647e+00 -1.243610021312133496e+00 3.208090923683583728e+00
5.831466943773908757e-02 1.720923726394355258e-01 6.995786057588397888e-01 8.088794154786550505e-01 -1.182775827582112749e+00 2.015050309175806298e+00
4.722552797216948012e-02 3.529138522432057057e-01 5.512248487646921324e-01 7.476586131514064704e-01 -5.338212829979360752e-01 3.217883561589822250e+00
5.178896566731983758e-02 2.750377260429706094e-01 6.771242794914356100e-01 1.114321200430099967e+00 -1.317128911974746241e+00 3.696081579993797828e+00
5.865692918335295436e-02 4.767828309200543568e-01 7.344714394502682708e-01 1.152720363058769237e+00 -6.133960027250268121e-01 3.759803200622201302e+00
3.088476951911842128e-02 4.443992612505368589e-01 6.725816148625332058e-01 9.143251306164597025e-01 -1.594698922779070216e+00 3.927541998280728919e+00
3.571758292481842095e-02 3.830857133094037748e-01 8.569701754470588906e-01 9.116608297501701541e-01 -6.956366601126041660e-01 3.921359586190804158e+00
4.524047791781669881e-02 1.551813003739481445e-01 8.981577368839988029e-01 1.222730274238676751e+00 -1.059488075873358692e+00 2.659002074223207224e+00
3.578212494450842829e-02 1.189309602532383908e-01 7.142979880990847352e-01 9.008807994061533986e-01 -7.207990054705255556e-01 3.068139828683754455e+00
3.392095143033922733e-02 3.824486368384564239e-01 5.780881457819269098e-01 1.104701712648151979e+00 -1.456937889744712500e+00 2.562023551805790333e+00
4.292917407483849701e-02 4.370210127655517196e-01 5.006318553488163792e-01 8.016839569411027266e-01 -1.203161185162393343e+00 2.931505106865777588e+00
3.586182103007143351e-02 4.107460982459600896e-01 5.630001391052623649e-01 7.286884321179440960e-01 -1.037159095633311878e+00 3.166203939783332366e+00
4.970894755845690904e-02 1.762321580081800954e-01 6.937948683664121319e-01 8.199479449936425413e-01 -1.293418828845984470e+00 3.903924568994155297e+00
5.301580875650989400e-02 2.717964719152538566e-01 5.839209022919011893e-01 7.224090401618837864e-01 -5.438971942815806759e-01 3.752663493586438026e+00
3.321744555106918156e-02 1.468089780607824135e-01 6.069174887542365671e-01 9.519753717465809784e-01 -6.863565704085192731e-01 2.252749322764112438e+00
6.262183537602358796e-02 2.606110109731867297e-01 5.157007249931030435e-01 1.177669237269575175e+00 -1.428888520631190096e+00 2.772709736981938899e+00
6.539567693696801687e-02 2.289178519585997329e-01 6.015973102003471240e-01 1.003772220318078556e+00 -5.165027515624356358e-01 2.256023242386075101e+00
3.153688783901583553e-02 4.912182853673606742e-01 5.058107684000504589e-01 1.012125678295881848e+00 -1.496335911278392272e+00 2.594258395008120388e+00
5.767190134696838222e-02 2.864667052028521121e-01 8.133443383941394433e-01 7.666432676031270654e-01 -7.900046559822803127e-01 2.382176483676048395e+00
6.430564319338759327e-02 4.404588238450244386e-01 5.860314469382567060e-01 8.913530287840819577e-01 -1.501904776815364606e+00 2.843746914325425479e+00
5.398496064193076399e-02 1.432455039732754287e-01 6.399388222589799113e-01 8.700832431973661851e-01 -7.436511047490641513e-01 2.907294310085413613e+00
3.067169523136439521e-02 1.162408824346611858e-01 5.622072070251947773e-01 6.245302284093604550e-01 -1.219831101788658723e+00 2.946126273532569506e+00
3.448001754123670992e-02 4.172484736959793938e-01 5.462145135086902137e-01 6.199594490304058958e-01 -4.996835537541219896e-01 2.138957911776192766e+00
6.743387075740936432e-02 2.957086415076939923e-01 5.747639154257437877e-01 8.786057694743435453e-01 -4.455290896872361461e-01 2.868120181270682689e+00
6.034746795363876704e-02 1.561472751902311662e-01 8.493784405440827356e-01 8.205758962509913657e-01 -9.352800650129927673e-01 3.115388823114529249e+00
6.803193814354477342e-02 1.385100859647810378e-01 5.662951093126419311e-01 7.246080685332145777e-01 -9.160905923247236737e-01 2.510126584123750337e+00
3.449279266546374095e-02 5.479215168084924370e-01 5.893338763019028148e-01 1.029825905797974617e+00 -1.548261110280292785e+00 3.108254839888094700e+00
3.485865980984322043e-02 2.010014046864978532e-01 5.617221567805522620e-01 8.126822484404945257e-01 -9.546382506423904957e-01 3.153674567348517588e+00
4.354063580913499626e-02 4.566139285099281020e-01 7.477889755132167693e-01 6.076437752717518404e-01 -1.576053951913022999e+00 3.683255189034145172e+00
4.373373811842934389e-02 4.596027556387982660e-01 6.753921805943239320e-01 8.000339261557380954e-01 -5.194031890404688934e-01 2.007672725012536574e+00
6.009069019579426491e-02 3.862844046771497508e-01 7.650559556479311629e-01 6.831516781058554200e-01 -1.174373535643724153e+00 3.699344282487317059e+00
5.072772543209385504e-02 2.978215073571639504e-01 7.951035558465786579e-01 7.562291659129740662e-01 -1.308360915928121981e+00 3.145712900217506824e+00
5.834764746295367788e-02 2.473842885957095172e-01 7.437263820251933666e-01 1.296765723683004357e+00 -9.850081826547554265e-01 3.480085224441862302e+00
4.482001172049099313e-02 1.955394744481858682e-01 6.501114105813607935e-01 8.955267508340296612e-01 -4.656478163086943400e-01 3.960503300513523506e+00
3.900855436154445494e-02 1.617735576219693217e-01 7.458828687358801668e-01 7.446309037034373191e-01 -4.688148501632369847e-01 2.017625673628048233e+00
6.568845973434554730e-02 2.136723155062906221e-01 7.874734709144626255e-01 8.727716421036546546e-01 -1.046629999476803352e+00 3.667773720967653528e+00
3.856320297059093183e-02 4.014127407249744595e-01 7.622685575454991591e-01 1.295525261344184997e+00 -1.280163116732794704e+00 2.918318668673143712e+00
3.699010203881657188e-02 3.464934330603650636e-01 6.336121627043048710e-01 9.226413292781772135e-01 -7.054698862255152081e-01 3.466704312785080955e+00
6.756527307912482683e-02 4.278509961401975037e-01 8.647411712673753748e-01 9.330562232985610827e-01 -9.608311186014397709e-01 3.955529744452438656e+00
5.089465781013444851e-02 5.318127352781599759e-01 7.162188358503337460e-01 8.024344827258342860e-01 -1.186461607522020012e+00 3.980744471879456903e+00
5.785250607740162476e-02 2.931316267913053886e-01 7.972353051666010160e-01 1.165696711935771512e+00 -7.139991289928975249e-01 2.342180210177460253e+00
6.417713717937123530e-02 1.550097229480795202e-01 7.328494856029743598e-01 1.167507699633834051e+00 -6.027006106731577217e-01 3.990579917056487513e+00
3.865887363423392564e-02 2.879904701407174361e-01 7.320855643874379926e-01 1.089498706551285778e+00 -1.392674964052156072e+00 3.190014121165940963e+00
4.507974725246356035e-02 5.710815316733549585e-01 8.145976325731081324e-01 1.121947602952723777e+00 -1.123665182989963984e+00 3.610433959693193806e+00
6.043985484773426592e-02 3.399912559587198735e-01 7.999557084222213010e-01 1.191308367192666973e+00 -6.776411084488268566e-01 3.291016454808294522e+00
4.325250119541633465e-02 1.572795615707935912e-01 8.308796184252413841e-01 1.272791475103471681e+00 -5.030468856485537099e-01 2.184151396074339058e+00
3.894465821727183946e-02 5.264795319804916884e-01 8.414525551064742093e-01 1.054026433704663646e+00 -1.318108878470676260e+00 3.888293403149386762e+00
5.661461542475802744e-02 5.586687315993473790e-01 6.278270528117461113e-01 7.042196870080172921e-01 -1.430148528215058557e+00 2.791105454444759992e+00
4.576902745684956197e-02 3.969375257058664896e-01 5.333868497576818024e-01 6.395601999067591636e-01 -1.432618781212330106e+00 2.442622171612863990e+00
4.287495488560225110e-02 1.657560274544956913e-01 6.393566966029928800e-01 9.341438377432778051e-01 -1.162681787987088988e+00 3.635859310468952277e+00
6.611072450983676574e-02 5.811203072643726930e-01 5.224058189032000366e-01 1.026264329455546687e+00 -8.497328333578543225e-01 2.978283613923633943e+00
3.281992342076042735e-02 3.980490673593578554e-01 8.445761597721168634e-01 8.608530342359167475e-01 -4.342504315485891109e-01 2.396041141931120944e+00
6.877697845885544226e-02 2.974245683798278916e-01 6.497433714760465495e-01 6.650682850885770714e-01 -8.670086479243691580e-01 3.222213226607169467e+00
3.200988700942809795e-02 5.857147151571578947e-01 8.106275948551937560e-01 1.030678209010654545e+00 -1.040964794346105116e+00 3.688969261747842232e+00
4.953441003269468124e-02 5.493142151656104089e-01 5.470272371789126620e-01 1.017168384155763716e+00 -1.108489292880516341e+00 3.824058115709162653e+00
5.670082682112969480e-02 2.359407863527007432e-01 5.937919161632857490e-01 7.077014878287544164e-01 -1.037578563704030676e+00 2.164625660306664479e+00
4.317914425195359951e-02 5.425273665405886403e-01 5.381290651739053521e-01 1.088428215358618445e+00 -1.543667862136540725e+00 2.081504446184576640e+00
5.999658825077912316e-02 4.699657572607049971e-01 8.697666039931363224e-01 1.228119496656637555e+00 -1.171087816114843250e+00 2.397137006086771827e+00
4.444462200562201287e-02 5.582861729804071693e-01 6.185062178400149158e-01 9.282037571947137078e-01 -1.068748871168137438e+00 3.924820312370894460e+00
6.418715299045166245e-02 3.294011162948705662e-01 7.981795827074351646e-01 7.222020170477706502e-01 -1.434772233826577370e+00 3.377989739617516918e+00
6.983581324702284321e-02 4.936764260409283178e-01 5.601849070970575939e-01 9.558316930283112800e-01 -1.371475480159221716e+00 2.677272899926323557e+00
4.791730504631424442e-02 1.874846310868766297e-01 6.193974116431716359e-01 6.275165162502889249e-01 -7.488660530618431732e-01 2.856938370796460180e+00
5.390937042833357506e-02 4.637733427558203836e-01 8.378898086611059615e-01 1.164880804084006627e+00 -1.449194043283204225e+00 2.460020464620061631e+00
6.059899308760618997e-02 5.764444269476811655e-01 7.235339727801822773e-01 1.299922216014463228e+00 -1.211862101342398024e+00 2.126288099224370676e+00
4.880516476289882555e-02 1.766909942704125713e-01 8.995759227605275576e-01 8.643165210238206164e-01 -1.450822888184513104e+00 3.532361902018819499e+00
5.045526632380144261e-02 1.539511757251711688e-01 5.642798195469641565e-01 7.157781739474544658e-01 -1.249603533879325656e+00 3.278586652468316487e+00
4.087827625073257864e-02 3.663044393480341387e-01 8.327644535354070676e-01 1.145028224506579706e+00 -5.803216911323212379e-01 3.808116830151954346e+00
3.567536670000270860e-02 5.028194070057621090e-01 8.132170871024573255e-01 1.076711724757926314e+00 -8.922697134724785206e-01 2.027877601248814443e+00
5.546572373255784227e-02 5.327064784422611554e-01 7.410342313709105122e-01 7.503106875737535209e-01 -7.009136959698881730e-01 2.889248631534333978e+00
4.568918633710591926e-02 3.216784740809828236e-01 8.289932386620860738e-01 1.112613287385114225e+00 -8.839860157343627511e-01 2.735614195209851385e+00
6.512119980336482372e-02 1.888134343215205346e-01 6.187741915692526185e-01 1.219366703972793342e+00 -9.092437122621811474e-01 3.556507221420962317e+00
6.184831289762953571e-02 2.670906121810706635e-01 7.594342815918976308e-01 1.287297033528493451e+00 -8.704282764553527008e-01 3.307773963714638832e+00
5.308997515066370826e-02 5.122171546160705358e-01 8.749334432917448279e-01 8.106094301528055102e-01 -9.393767836988109465e-01 3.826859420319425276e+00
5.971530586968920584e-02 3.612122656181043778e-01 8.760582038826352225e-01 1.173269771051651755e+00 -1.128135960834141027e+00 2.212982394421363797e+00
3.967047344715786406e-02 3.630872881664201079e-01 6.870365022434036240e-01 1.014903760127219501e+00 -9.478144414382222438e-01 3.001073717954459319e+00
6.237748507614169352e-02 2.081111257023888772e-01 7.710178761204813380e-01 7.390553636652512637e-01 -1.307586698217631405e+00 2.076082844435617414e+00
4.112507760713842581e-02 3.605190377766930299e-01 8.474484191811343381e-01 8.855976524290842811e-01 -7.421434779438826901e-01 2.533486372028950662e+00
6.696195294540187304e-02 4.533431073881550866e-01 5.589979994141844877e-01 1.211767368442525861e+00 -1.024262787366196914e+00 3.051223525266443914e+00
6.979063892823411663e-02 1.902623277328918117e-01 8.638988857716780601e-01 1.053270531536388166e+00 -1.436039376959284297e+00 2.790725432260852568e+00
5.809100296473407310e-02 3.435004280320638204e-01 7.539202625779656275e-01 1.051449213666142857e+00 -4.843255343176757766e-01 3.628620695094144200e+00
3.725124931193279920e-02 1.347148943439140378e-01 8.876818452766719325e-01 8.246827729857316713e-01 -1.463355784584550179e+00 2.775622065016550177e+00
6.207430997232631087e-02 2.020937260024533444e-01 6.300412630342344666e-01 1.058676012184764481e+00 -1.567739211472237493e+00 3.360879917516845339e+00
6.613283291324201230e-02 2.576473081229715412e-01 8.044808817097088838e-01 8.928637251434503597e-01 -1.209157082718363085e+00 3.079114597836651868e+00
4.734422412161987115e-02 1.116069248466960290e-01 6.224674784214929701e-01 9.304190824149287664e-01 -1.336159171485751695e+00 3.493563727732222013e+00
5.633946321780299027e-02 5.887582592764929457e-01 5.240576335574320677e-01 1.261011970680918637e+00 -1.113874674377490770e+00 3.121525808988133477e+00
4.799464255722055150e-02 4.629069125166107579e-01 6.977555221167297539e-01 6.063798647787498330e-01 -5.773328632720908793e-01 3.355378762068589538e+00
5.473410921869269197e-02 2.325715159039297431e-01 8.743230807631173773e-01 1.061788111149254865e+00 -9.451804445527038911e-01 3.545460740918961129e+00
5.588030479737993161e-02 3.285837476839452709e-01 7.283180161797075947e-01 1.000514179372071100e+00 -4.697517649259064232e-01 2.008345785936976657e+00
5.119154701544513519e-02 5.690521566286612654e-01 6.334805846844643318e-01 1.032462256407133072e+00 -1.358993327486808456e+00 2.399807366792226393e+00
3.444398596422926229e-02 2.300724702175754588e-01 6.003931630891200522e-01 1.043502685233196114e+00 -1.196145285977516348e+00 2.942544626572686450e+00
3.985121708475240776e-02 4.344445171773255732e-01 8.780489221894614005e-01 6.509454949867259366e-01 -9.830446141474866728e-01 2.545853574146414999e+00
6.093701829350061522e-02 2.032755882083429055e-01 7.065817964016748443e-01 1.256517623815825768e+00 -9.101504299004611331e-01 2.968588395206428032e+00
5.344529923801154270e-02 4.440950606536433476e-01 6.919628787369473955e-01 1.188841196402223410e+00 -4.129482391074967840e-01 3.412666466363495132e+00
5.036149836011299258e-02 5.414404492174135219e-01 6.070716776156608319e-01 7.341399716927274888e-01 -8.466988474917629404e-01 2.647117729673734043e+00
4.847091434902770640e-02 4.126763166885408785e-01 8.118773507079504181e-01 1.127070123349489750e+00 -1.244765948578440362e+00 3.742070105061369834e+00
5.678048866473328626e-02 1.230444991211921829e-01 8.000110158467899080e-01 6.870399052896351000e-01 -7.532996036481555135e-01 3.143890180572136650e+00
6.624129004181572578e-02 2.002106505658895474e-01 6.244853561340728554e-01 1.129322687032718431e+00 -1.064044606256689285e+00 2.146479354783136451e+00
3.409566305204490833e-02 5.950316202055798698e-01 7.045452585452230965e-01 1.195099913797994962e+00 -1.510361558352549594e+00 3.458106649400290777e+00
4.907230527450822527e-02 2.250215912639457194e-01 6.777313998757461544e-01 1.188226526153667084e+00 -1.505847341182015686e+00 2.101004558030346026e+00
3.541617229131535649e-02 5.656607607108983249e-01 6.089118738618357618e-01 9.298396173691332312e-01 -9.766572157450496006e-01 3.533257940085542614e+00
6.383317986674344469e-02 2.198756788680578667e-01 6.375160768619653195e-01 1.291555430285634909e+00 -8.981082870469395685e-01 2.602326903972812744e+00
4.364035861256816695e-02 2.771380571632243717e-01 6.175549133929356671e-01 9.660544331425643394e-01 -7.726094009933359708e-01 3.738059236816280162e+00
6.173078944772770332e-02 2.735603113691635335e-01 7.810935988955178821e-01 1.121228782125948342e+00 -6.549681224980596905e-01 3.653593084879171116e+00
3.660053095890807018e-02 3.308383245619799240e-01 8.312571474626775370e-01 1.049969379164992000e+00 -7.069206148620112984e-01 3.537136395127242317e+00
4.162821618861902578e-02 3.573744689225267779e-01 5.597058602523399262e-01 1.039533746241909640e+00 -9.444310323870067636e-01 2.882025296833057748e+00
4.187464151767389398e-02 3.765197298678263360e-01 8.469148926339933325e-01 8.279119897083143664e-01 -4.903882163458359589e-01 3.520689648003640482e+00
3.072568150329137160e-02 1.637540673187355966e-01 8.527512823840004419e-01 9.582426621054849214e-01 -1.193487934619735125e+00 2.385857965501059663e+00
3.877195526967065764e-02 5.209273510468546142e-01 8.782707197685570844e-01 1.248847229128845937e+00 -8.019885859256022931e-01 3.044388625560509709e+00
5.645577716933632834e-02 2.225372564308615853e-01 6.455686787161679652e-01 6.969140949040542043e-01 -4.894978092647783718e-01 3.199457769153055686e+00
4.301999486790400451e-02 1.101324646000656909e-01 7.201364681286769320e-01 1.092456392055988657e+00 -7.081678342215643740e-01 2.334240361135810904e+00
4.779375514624163712e-02 3.514494488930199889e-01 7.891694565180578103e-01 1.230006841685220564e+00 -7.593591891596778165e-01 3.393082652667357202e+00
5.945404298329083626e-02 2.241762079210239955e-01 6.276356746019752242e-01 1.139260138576525083e+00 -8.194081059189178839e-01 2.895927210578598476e+00
3.336599920395574154e-02 5.046510300360771417e-01 6.925772842560294906e-01 9.081579164398222437e-01 -4.156095066798450866e-01 2.756419492546968719e+00
5.481174773930218291e-02 3.867484456314742580e-01 6.848217911871475883e-01 6.415713607934001583e-01 -1.585859576114275304e+00 3.129988723223544156e+00
5.171644272057196456e-02 3.878564985943711019e-01 6.990406091472831651e-01 1.262293722225400483e+00 -9.115154380294813175e-01 2.354695863089876884e+00
4.563835478284361535e-02 1.423768565805207664e-01 7.789599244069254080e-01 9.072058708637270596e-01 -1.325680108547625968e+00 2.407244710590957126e+00
4.001557520232956744e-02 3.063964400049012382e-01 6.631466465304054481e-01 1.108895820640678487e+00 -8.442001306534404614e-01 3.102743451990497725e+00
6.869099195617024700e-02 5.013709533961469011e-01 5.583568627284520858e-01 9.212683755106867434e-01 -6.387194344253015466e-01 2.754723560042167563e+00
5.530871000871119547e-02 1.745947427348964742e-01 8.080772396834057236e-01 7.264377008354107046e-01 -5.129718063641104386e-01 3.139299657472241822e+00
6.443434238202971898e-02 3.274261848008463982e-01 6.486221760871305753e-01 8.096159249522983936e-01 -1.480403918959182219e+00 2.372506566217569279e+00
4.886544325586496262e-02 5.851797859039440386e-01 8.284665719432176001e-01 1.126622467169079211e+00 -8.822124460675632163e-01 3.262506707233440384e+00
5.679790805456891301e-02 5.615273730731519253e-01 5.652368760894628252e-01 1.185178664892261757e+00 -1.167209776063327986e+00 3.309613715777821596e+00
3.735009626396619542e-02 1.292964819067752014e-01 7.338279548515639350e-01 6.308977596545816136e-01 -9.212813458133999323e-01 3.744518674100374866e+00
5.228740972535712156e-02 4.816965939480892800e-01 8.260778421440906349e-01 9.729126494399387148e-01 -1.165371027463889986e+00 3.019638771530938293e+00
5.458469937890379764e-02 4.991965982213807385e-01 8.505816170926407960e-01 7.279807477500712665e-01 -1.549315737530211345e+00 2.939607620186558190e+00
3.479106807078619079e-02 2.917551583816375138e-01 6.349875775870862382e-01 1.031718000802123836e+00 -1.168328770463192834e+00 2.224334297360863744e+00
