ticker,name,market_cap,stock_price,revenue
8179,"ROYAL HOLDINGS Co., Ltd.",117.25B,"2,382.00",152.15B
3863,"Nippon Paper Industries Co., Ltd.",117.16B,"1,015.00","1,179.07B"
9068,"Maruzen Showa Unyu Co., Ltd.",117.08B,"5,810.00",143.37B
7981,"Takara Standard Co.,Ltd.",115.95B,"1,771.00",239.64B
7342,WealthNavi Inc.,115.61B,"1,942.00",5.97B
3186,"NEXTAGE Co., Ltd.",115.61B,"1,438.00",552.78B
2379,DIP Corporation,115.40B,"2,226.00",56.18B
5232,"Sumitomo Osaka Cement Co., Ltd.",115.26B,"3,496.00",221.19B
9715,transcosmos inc.,115.04B,"3,070.00",370.70B
5842,Integral Corporation,114.97B,"3,440.00",31.23B
9832,"Autobacs Seven Co., Ltd.",114.91B,"1,481.00",238.44B
2384,"SBS Holdings, Inc.",114.66B,"2,887.00",448.15B
7599,IDOM Inc.,114.16B,"1,137.00",492.66B
9603,"H.I.S. Co., Ltd.",113.43B,"1,518.00",325.47B
6890,Ferrotec Holdings Corporation,111.72B,"2,386.00",256.53B
4958,"T. Hasegawa Co., Ltd.",111.48B,"2,729.00",72.88B
9722,Fujita Kanko Inc.,111.34B,"9,290.00",76.21B
6651,Nitto Kogyo Corporation,111.27B,"2,932.00",177.16B
8367,"The Nanto Bank, Ltd.",111.02B,"3,605.00",85.17B
6345,Aichi Corporation,110.95B,"1,465.00",55.78B
6516,"Sanyo Denki Co., Ltd.",110.25B,"9,240.00",98.06B
8097,"San-Ai Obbli Co., Ltd.",110.19B,"1,771.00",648.73B
8388,"The Awa Bank, Ltd.",110.02B,"2,767.00",67.02B
4694,"BML, Inc.",109.80B,"2,843.00",141.33B
7172,"Japan Investment Adviser Co., Ltd.",109.77B,"1,829.00",31.13B
7595,ARGO GRAPHICS Inc.,109.72B,"5,150.00",67.33B
9887,"Matsuya Foods Holdings Co., Ltd.",109.61B,"5,820.00",147.91B
2109,"Mitsui DM Sugar Holdings Co., Ltd.",109.43B,"3,390.00",178.36B
8051,Yamazen Corporation,109.15B,"1,272.00",511.32B
8153,"Mos Food Services, Inc.",109.06B,"3,590.00",95.27B
1934,Yurtec Corporation,108.97B,"1,587.00",251.99B
6804,Hosiden Corporation,108.85B,"2,139.00",221.21B
4985,Earth Corporation,108.56B,"4,985.00",169.28B
9119,"Iino Kaiun Kaisha, Ltd.",108.45B,"1,049.00",143.22B
7575,"Japan Lifeline Co., Ltd.",108.44B,"1,547.00",55.89B
4534,"Mochida Pharmaceutical Co., Ltd.",108.30B,"3,095.00",105.40B
6420,Fukushima Galilei Co.Ltd.,107.86B,"2,692.00",126.43B
2281,"Prima Meat Packers, Ltd.",107.76B,"2,144.00",456.15B
9708,"Imperial Hotel, Ltd.",107.50B,906.00,52.93B
9757,Funai Soken Holdings Incorporated,107.32B,"2,315.00",30.65B
9678,"Kanamoto Co.,Ltd.",107.21B,"3,040.00",207.22B
5449,"Osaka Steel Co., Ltd.",106.99B,"2,737.00",118.63B
6036,"KeePer Technical Laboratory Co., Ltd.",106.85B,"3,915.00",21.97B
8958,Global One Real Estate Investment Corp.,106.83B,"106,600",13.65B
1885,TOA Corporation,106.72B,"1,351.00",317.25B
7552,Happinet Corporation,106.66B,"4,905.00",361.25B
4974,Takara Bio Inc.,106.45B,892.00,43.05B
1835,"Totetsu Kogyo Co., Ltd.",105.88B,"3,075.00",152.84B
8336,"The Musashino Bank, Ltd.",105.86B,"3,200.00",75.93B
8214,AOKI Holdings Inc.,105.80B,"1,278.00",191.13B
5192,Mitsuboshi Belting Ltd.,105.41B,"3,810.00",88.85B
3433,"TOCALO Co.,Ltd.",104.94B,"1,752.00",51.83B
2733,Arata Corporation,104.83B,"3,140.00",979.53B
3076,Ai Holdings Corporation,104.42B,"1,992.00",57.37B
5273,"Mitani Sekisan Co., Ltd.",104.33B,"5,840.00",85.75B
4617,"Chugoku Marine Paints, Ltd.",104.31B,"2,104.00",126.09B
9663,"NAGAWA Co., Ltd.",104.16B,"6,570.00",33.97B
3593,"Hogy Medical Co.,Ltd.",104.13B,"4,830.00",39.36B
8131,"Mitsuuroko Group Holdings Co.,Ltd.",104.13B,"1,858.00",329.70B
3087,"DOUTOR NICHIRES Holdings Co., Ltd.",103.08B,"2,351.00",146.82B
6947,Zuken Inc.,103.02B,"4,915.00",39.96B
5911,Yokogawa Bridge Holdings Corp.,102.94B,"2,551.00",154.15B
7516,"Kohnan Shoji Co., Ltd.",102.80B,"3,585.00",495.33B
8871,"GOLDCREST Co.,Ltd.",102.70B,"3,070.00",36.31B
167A,"Ryoyo Ryosan Holdings, Inc.",102.57B,"2,560.00",-
7944,Roland Corporation,102.17B,"3,695.00",99.43B
7943,Nichiha Corporation,102.07B,"3,000.00",147.12B
2175,"SMS Co., Ltd.",101.95B,"1,215.00",59.50B
7780,"Menicon Co., Ltd.",101.92B,"1,343.00",120.30B
3106,Kurabo Industries Ltd.,101.30B,"5,940.00",150.20B
6498,KITZ Corporation,101.24B,"1,164.00",172.04B
9960,Totech Corporation,100.95B,"2,478.00",150.04B
9842,Arclands Corporation,100.43B,"1,612.00",327.60B
8219,"Aoyama Trading Co., Ltd.",100.33B,"2,110.00",194.87B
7611,Hiday Hidaka Corp.,100.07B,"2,684.00",53.64B
6250,Yamabiko Corporation,100.07B,"2,436.00",164.84B
7739,Canon Electronics Inc.,100.03B,"2,466.00",100.66B
8977,"Hankyu Hanshin REIT, Inc.",99.90B,"143,700",11.87B
5186,Nitta Corporation,99.77B,"3,585.00",88.83B
8544,"The Keiyo Bank, Ltd.",99.60B,819.00,70.59B
7965,Zojirushi Corporation,99.58B,"1,518.00",87.22B
5331,"Noritake Co., Limited",99.44B,"3,505.00",139.01B
7839,"Shoei Co., Ltd.",99.04B,"1,885.00",35.48B
1968,"Taihei Dengyo Kaisha, Ltd.",98.90B,"4,835.00",128.19B
9716,"NOMURA Co., Ltd.",98.49B,903.00,133.27B
2760,Tokyo Electron Device Limited,98.44B,"3,255.00",225.24B
9161,"Integrated Design & Engineering Holdings Co.,Ltd.",97.80B,"6,480.00",163.17B
8892,ES-CON JAPAN Ltd.,97.26B,"1,035.00",72.32B
6866,Hioki E.E. Corporation,96.49B,"7,220.00",39.27B
3632,"GREE Holdings, Inc.",96.25B,562.00,59.80B
5703,"Nippon Light Metal Holdings Company, Ltd.",96.19B,"1,588.00",539.96B
8198,"Maxvalu Tokai Co.,Ltd.",96.12B,"3,015.00",374.56B
2767,Tsuburaya Fields Holdings Inc.,96.11B,"1,550.00",116.48B
9110,"NS United Kaiun Kaisha, Ltd.",95.56B,"4,085.00",249.97B
8600,"TOMONY Holdings, Inc.",95.43B,505.00,88.77B
6254,"Nomura Micro Science Co., Ltd.",95.25B,"2,657.00",43.58B
1419,"Tama Home Co., Ltd.",95.23B,"3,285.00",228.72B
1762,"Takamatsu Construction Group Co., Ltd.",95.05B,"2,730.00",336.73B
3445,"RS Technologies Co., Ltd.",94.96B,"3,610.00",59.20B
7226,"Kyokuto Kaihatsu Kogyo Co.,Ltd.",94.93B,"2,480.00",134.36B
2585,"Lifedrink Company, Inc.",94.91B,"1,697.00",43.40B
8386,"The Hyakujushi Bank, Ltd.",94.64B,"3,405.00",70.19B
2791,"Daikokutenbussan Co.,Ltd.",94.59B,"7,060.00",280.45B
8074,"Yuasa Trading Co., Ltd.",94.44B,"4,490.00",534.97B
4480,"Medley, Inc.",94.18B,"2,896.00",29.30B
9347,"NIPPON KANZAI Holdings Co.,Ltd.",94.15B,"2,551.00",134.46B
8934,"Sun Frontier Fudousan Co., Ltd.",94.11B,"1,937.00",78.11B
9039,"Sakai Moving Service Co.,Ltd.",94.01B,"2,315.00",119.65B
1515,"Nittetsu Mining Co., Ltd.",93.99B,"5,880.00",188.01B
2692,"ITOCHU-SHOKUHIN Co., Ltd.",93.88B,"7,400.00",692.12B
9413,TV TOKYO Holdings Corporation,93.83B,"3,505.00",152.94B
4919,"Milbon Co., Ltd.",93.58B,"2,874.00",51.32B
4189,"KH Neochem Co., Ltd.",93.46B,"2,479.00",119.76B
6183,"BELLSYSTEM24 Holdings, Inc.",92.83B,"1,262.00",143.63B
2492,Infomart Corporation,92.78B,410.00,15.63B
6413,Riso Kagaku Corporation,92.77B,"1,434.00",78.73B
9037,"Hamakyorex Co., Ltd.",92.49B,"1,250.00",146.49B
8361,"The Ogaki Kyoritsu Bank, Ltd.",92.22B,"2,261.00",118.41B
4975,JCU Corporation,91.80B,"3,835.00",28.38B
2590,"DyDo Group Holdings, Inc.",91.69B,"2,906.00",228.26B
6080,"M&A Capital Partners Co.,Ltd.",91.46B,"2,880.00",23.33B
2146,"UT Group Co.,Ltd.",91.46B,"2,308.00",178.79B
1946,Toenec Corporation,91.42B,"1,027.00",268.71B
6340,Shibuya Corporation,91.30B,"3,300.00",126.55B
3962,"CHANGE Holdings,Inc.",91.29B,"1,312.00",43.15B
3487,"CRE Logistics REIT, Inc.",91.25B,"147,300",8.93B
2004,"Showa Sangyo Co., Ltd.",91.22B,"2,809.00",336.47B
4996,"Kumiai Chemical Industry Co., Ltd.",90.88B,757.00,161.05B
6455,Morita Holdings Corporation,90.87B,"2,101.00",105.99B
5975,Topre Corporation,90.73B,"1,792.00",369.63B
4290,Prestige International Inc.,90.66B,723.00,62.59B
6458,Sinko Industries Ltd.,90.60B,"1,261.00",54.77B
3201,"The Japan Wool Textile Co., Ltd.",90.48B,"1,356.00",115.44B
5161,"Nishikawa Rubber Co., Ltd.",90.39B,"4,680.00",114.36B
6486,"Eagle Industry Co.,Ltd.",90.32B,"2,011.00",167.32B
7224,"ShinMaywa Industries, Ltd.",89.69B,"1,393.00",266.68B
2653,"Aeon Kyushu Co., Ltd.",88.41B,"2,599.00",525.67B
4471,"Sanyo Chemical Industries, Ltd.",88.16B,"4,010.00",148.49B
6727,"Wacom Co., Ltd.",88.05B,630.00,117.16B
2157,"Koshidaka Holdings Co., Ltd.",87.70B,"1,064.00",65.18B
278A,Terra Drone Corporation,87.70B,"9,410.00",-
4559,"Zeria Pharmaceutical Co., Ltd.",87.67B,"1,989.00",82.58B
8337,"The Chiba Kogyo Bank, Ltd.",87.58B,"1,525.00",54.22B
4633,Sakata INX Corporation,87.43B,"1,767.00",245.57B
6737,EIZO Corporation,87.42B,"2,124.00",80.44B
4298,Proto Corporation,87.27B,"2,155.00",120.20B
2588,"Premium Water Holdings,Inc.",87.12B,"2,934.00",76.64B
3762,TechMatrix Corporation,87.05B,"2,211.00",62.03B
5122,"Okamoto Industries, Inc.",86.82B,"5,060.00",109.77B
6490,PILLAR Corporation,86.80B,"3,720.00",57.98B
2326,Digital Arts Inc.,86.76B,"6,500.00",10.46B
7177,"GMO Financial Holdings, Inc.",86.72B,735.00,40.32B
5535,MIGALO HOLDINGS Inc.,86.57B,"7,250.00",50.50B
2329,Tohokushinsha Film Corporation,86.36B,630.00,47.81B
3608,"TSI Holdings Co.,Ltd.",86.34B,"1,235.00",156.58B
9267,"Genky DrugStores Co., Ltd.",86.17B,"2,835.00",191.65B
5352,Krosaki Harima Corporation,86.11B,"2,585.00",175.97B
8255,Axial Retailing Inc.,85.73B,947.00,278.32B
6875,MegaChips Corporation,85.70B,"5,020.00","-12,999.02B"
4099,Shikoku Kasei Holdings Corporation,85.23B,"1,986.00",69.49B
1663,K&O Energy Group Inc.,85.19B,"3,220.00",92.42B
5440,Kyoei Steel Ltd.,85.18B,"1,983.00",323.89B
9997,"Belluna Co., Ltd.",85.16B,922.00,210.67B
9824,"Senshu Electric Co.,Ltd.",85.05B,"4,880.00",136.15B
3101,"Toyobo Co., Ltd.",85.00B,964.00,421.17B
6366,Chiyoda Corporation,84.99B,323.00,454.57B
6996,Nichicon Corporation,84.97B,"1,242.00",175.64B
9551,"METAWATER Co., Ltd.",84.92B,"1,968.00",173.29B
290A,Synspective Inc.,84.87B,784.00,2.32B
6379,RAIZNEXT Corporation,84.78B,"1,564.00",154.52B
9902,NICHIDEN Corporation,84.62B,"2,971.00",132.26B
6104,"Shibaura Machine Co.,Ltd.",84.36B,"3,570.00",184.18B
6425,Universal Entertainment Corporation,84.31B,"1,088.00",126.33B
2742,"Halows Co.,Ltd.",84.25B,"3,950.00",206.37B
8117,Central Automotive Products Ltd.,84.23B,"4,620.00",40.20B
3028,"Alpen Co.,Ltd.",84.04B,"2,180.00",260.94B
186A,Astroscale Holdings Inc.,83.95B,708.00,2.35B
7433,"Hakuto Co., Ltd.",83.83B,"4,455.00",182.55B
9552,M&A Research Institute Holdings Inc.,83.71B,"1,470.00",15.83B
8125,"Wakita & Co.,LTD.",83.69B,"1,720.00",92.24B
7972,Itoki Corporation,83.55B,"1,748.00",138.46B
7199,"Premium Group Co., Ltd.",83.51B,"2,271.00",36.00B
8771,"eGuarantee, Inc.",83.22B,"1,755.00",9.84B
3002,Gunze Limited,82.56B,"5,150.00",134.35B
8793,NEC Capital Solutions Limited,82.28B,"3,905.00",257.84B
9260,"Nishimoto Co., Ltd.",82.19B,"1,922.00",328.94B
6101,Tsugami Corporation,81.96B,"1,725.00",95.98B
8244,"Kintetsu Department Store Co., Ltd.",81.94B,"2,124.00",114.46B
1884,"THE NIPPON ROAD Co., Ltd.",81.91B,"1,864.00",163.03B
1879,Shinnihon Corporation,81.89B,"1,400.00",136.90B
5310,"Toyo Tanso Co., Ltd.",81.79B,"3,900.00",53.09B
4592,SanBio Company Limited,81.57B,"1,150.00",-
2220,"Kameda Seika Co.,Ltd.",81.28B,"3,870.00",102.70B
1720,"Tokyu Construction Co., Ltd.",81.11B,766.00,277.26B
6810,"Maxell, Ltd.",80.43B,"1,910.00",127.42B
3459,Samty Residential Investment Corporation,80.33B,"94,200.0",5.78B
3476,MIRAI Corporation,80.02B,"41,850.0",12.09B
4413,"baudroie,inc.",79.90B,"5,070.00",10.36B
4956,"Konishi Co., Ltd.",79.83B,"1,203.00",134.80B
7456,"MATSUDA SANGYO Co., Ltd.",79.82B,"3,080.00",437.80B
4044,"Central Glass Co., Ltd.",79.80B,"3,265.00",144.93B
6376,"Nikkiso Co., Ltd.",79.63B,"1,202.00",213.38B
3612,"World Co., Ltd.",79.62B,"2,337.00",-
6459,Daiwa Industries Ltd.,79.48B,"1,544.00",28.05B
6703,"Oki Electric Industry Co., Ltd.",79.43B,925.00,442.21B
3492,Takara Leben Real Estate Investment Corporation,79.42B,"87,800.0",8.29B
5351,"Shinagawa Refractories Co., Ltd.",79.35B,"1,762.00",140.14B
2168,Pasona Group Inc.,79.04B,"2,017.00",331.35B
6284,"Nissei ASB Machine Co., Ltd.",79.00B,"5,260.00",38.18B
6088,SIGMAXYZ Holdings Inc.,78.80B,995.00,25.51B
2979,"SOSiLA Logistics REIT, Inc.",78.79B,"109,000",8.58B
5988,"PIOLAX, Inc.",78.59B,"2,351.00",64.33B
7250,"Pacific Industrial Co., Ltd.",78.55B,"1,406.00",202.67B
4825,Weathernews Inc.,78.49B,"3,575.00",22.70B
5715,"Furukawa Co.,Ltd.",78.42B,"2,163.00",192.42B
4746,"Toukei Computer Co., Ltd.",78.37B,"4,380.00",19.63B
8346,"The Toho Bank, Ltd.",78.16B,315.00,60.70B
5943,Noritz Corporation,77.96B,"1,687.00",202.20B
6278,Union Tool Co.,77.65B,"4,550.00",32.61B
6200,"Insource Co., Ltd.",77.45B,987.00,13.11B
6463,"TPR Co., Ltd.",77.41B,"2,323.00",194.70B
4569,"KYORIN Pharmaceutical Co., Ltd.",77.15B,"1,366.00",121.55B
7513,"Kojima Co.,Ltd.",76.92B,"1,016.00",262.29B
6351,"Tsurumi Manufacturing Co.,Ltd.",76.91B,"3,185.00",65.70B
7917,ZACROS Corporation,76.76B,"4,195.00",147.78B
7979,Shofu Inc.,76.64B,"2,156.00",38.52B
9247,TRE Holdings Corporation,76.22B,"1,573.00",111.18B
6474,Nachi-Fujikoshi Corp.,75.81B,"3,265.00",239.89B
9543,"Shizuoka Gas Co., Ltd.",75.71B,"1,006.00",202.24B
4565,"Nxera Pharma Co., Ltd.",75.52B,863.00,28.84B
2292,S Foods Inc.,75.39B,"2,353.00",438.65B
8016,"Onward Holdings Co., Ltd.",74.93B,552.00,198.19B
9279,Gift Holdings Inc.,74.88B,"3,750.00",28.47B
1952,"Shin Nippon Air Technologies Co., Ltd.",74.76B,"1,650.00",130.92B
8014,"Chori Co., Ltd.",74.68B,"3,135.00",304.60B
6652,IDEC Corporation,74.42B,"2,557.00",67.84B
8059,"Daiichi Jitsugyo Co., Ltd.",74.42B,"2,425.00",231.12B
2117,"WELLNEO SUGAR Co., Ltd.",74.03B,"2,257.00",97.04B
3825,"Remixpoint, Inc.",73.99B,685.00,22.34B
7806,"MTG Co., Ltd.",73.94B,"1,903.00",71.87B
4216,Asahi Yukizai Corporation,73.76B,"4,040.00",84.51B
9889,JBCC Holdings Inc.,73.53B,"4,735.00",68.31B
3636,"Mitsubishi Research Institute, Inc.",73.45B,"4,720.00",115.40B
1982,"Hibiya Engineering, Ltd.",73.10B,"3,310.00",81.06B
4293,"Septeni Holdings Co., Ltd.",72.81B,357.00,28.28B
8032,Japan Pulp and Paper Company Limited,72.81B,591.00,528.22B
4549,"Eiken Chemical Co., Ltd.",72.75B,"2,179.00",40.20B
5027,AnyMind Group Inc.,72.54B,"1,212.00",50.71B
7685,"BuySell Technologies Co.,Ltd.",72.29B,"2,524.00",59.97B
4384,Raksul Inc.,72.05B,"1,235.00",54.60B
6814,"Furuno Electric Co., Ltd.",71.85B,"2,342.00",125.94B
6777,santec Holdings Corporation,71.62B,"6,050.00",24.21B
7826,"Furuya Metal Co., Ltd.",71.52B,"2,910.00",53.23B
7421,"Kappa Create Co., Ltd.",71.51B,"1,469.00",73.07B
7483,"Doshisha Co.,Ltd.",71.25B,"2,075.00",110.90B
8818,"Keihanshin Building Co., Ltd.",71.06B,"1,486.00",19.33B
5195,"Bando Chemical Industries, Ltd.",70.91B,"1,690.00",114.85B
5851,Ryobi Limited,70.89B,"2,190.00",293.31B
6235,"Optorun Co.,Ltd.",70.84B,"1,766.00",32.41B
4526,"Riken Vitamin Co., Ltd.",70.74B,"2,322.00",95.28B
1871,"PS Construction Co., Ltd.",70.60B,"1,510.00",142.20B
5726,"OSAKA Titanium technologies Co.,Ltd.",70.10B,"1,934.00",54.92B
2681,Geo Holdings Corporation,69.57B,"1,744.00",422.60B
6957,"Shibaura Electronics Co.,Ltd.",69.50B,"4,555.00",33.36B
5727,"Toho Titanium Co., Ltd.",69.46B,976.00,87.72B
5970,G-Tekt Corporation,69.25B,"1,618.00",339.27B
7868,"KOSAIDO Holdings Co., Ltd.",69.00B,489.00,37.83B
3836,Avant Group Corporation,68.94B,"1,889.00",26.69B
7071,"Amvis Holdings, Inc.",68.71B,707.00,44.71B
3465,"Ki-Star Real Estate Co.,Ltd",68.58B,"4,415.00",318.30B
1882,Toa Road Corporation,68.49B,"1,498.00",125.29B
6209,NPR-Riken Corporation,68.47B,"2,548.00",170.00B
4849,en-japan inc.,68.39B,"1,674.00",66.35B
8897,"MIRARTH HOLDINGS,Inc.",68.14B,502.00,202.25B
9755,OYO Corporation,68.09B,"2,920.00",74.09B
6287,Sato Holdings Corporation,68.08B,"2,060.00",152.24B
6027,"Bengo4.com,Inc.",67.77B,"3,000.00",13.58B
1965,Techno Ryowa Ltd.,67.75B,"3,220.00",79.89B
6349,Komori Corporation,67.49B,"1,272.00",111.82B
7241,"Futaba Industrial Co., Ltd.",67.48B,754.00,712.13B
8877,Eslead Corporation,67.43B,"4,370.00",97.75B
3479,TKP Corporation,67.42B,"1,656.00",49.27B
8057,"Uchida Yoko Co., Ltd.",67.30B,"6,830.00",277.31B
9729,TOKAI Corp.,67.30B,"2,035.00",146.57B
6282,Oiles Corporation,67.29B,"2,243.00",69.82B
6332,"Tsukishima Holdings Co., Ltd.",67.02B,"1,582.00",141.86B
3156,Restar Corporation,67.01B,"2,383.00",554.42B
1407,West Holdings Corporation,66.79B,"1,698.00",46.79B
2931,"Euglena Co., Ltd.",66.56B,481.00,47.62B
5011,"Nichireki Group Co., Ltd.",66.21B,"2,251.00",75.06B
9621,"CTI Engineering Co., Ltd.",66.01B,"2,378.00",97.68B
7915,"Nissha Co., Ltd.",65.98B,"1,382.00",195.60B
9519,"RENOVA, Inc.",65.73B,727.00,63.88B
4008,"Sumitomo Seika Chemicals Company, Limited.",65.27B,"4,980.00",148.41B
3290,"One REIT, Inc.",65.05B,"243,300",9.23B
4028,"Ishihara Sangyo Kaisha,Ltd.",64.97B,"1,698.00",145.38B
2613,"J-Oil Mills, Inc.",64.93B,"1,956.00",232.96B
4326,INTAGE HOLDINGS Inc.,64.91B,"1,700.00",64.57B
2395,"Shin Nippon Biomedical Laboratories, Ltd.",64.61B,"1,604.00",30.70B
3480,"J.S.B.Co.,Ltd.",64.55B,"3,060.00",69.53B
8613,"Marusan Securities Co., Ltd.",64.49B,993.00,19.66B
7184,"The First Bank Of Toyama, Ltd.",64.39B,"1,022.00",48.26B
3668,"COLOPL, Inc.",64.10B,499.00,25.66B
1821,"Sumitomo Mitsui Construction Co.,Ltd.",64.01B,408.00,469.67B
3302,"Teikoku Sen-i Co., Ltd.",63.96B,"2,446.00",31.48B
9348,"ispace, inc.",63.95B,623.00,2.52B
2805,S&B Foods Inc.,63.92B,"5,290.00",125.05B
4552,"JCR Pharmaceuticals Co., Ltd.",63.84B,549.00,35.03B
4687,TDC SOFT Inc.,63.78B,"1,355.00",43.24B
3001,"Katakura Industries Co.,Ltd.",63.76B,"2,000.00",39.42B
1939,Yondenko Corporation,63.68B,"1,324.00",104.16B
8079,Shoei Foods Corporation,63.60B,"3,785.00",115.21B
7292,Murakami Corporation,63.55B,"5,610.00",102.45B
1822,Daiho Corporation,63.54B,"3,620.00",150.60B
2353,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",63.52B,201.00,33.78B
6524,"Kohoku Kogyo CO.,LTD.",63.25B,"2,302.00",15.92B
9790,"Fukui Computer Holdings,Inc.",62.96B,"3,045.00",14.81B
6363,"Torishima Pump Mfg. Co., Ltd.",62.94B,"2,374.00",82.97B
8132,"Sinanen Holdings Co., Ltd.",62.88B,"6,270.00",321.41B
5946,"Chofu Seisakusho Co., Ltd.",62.64B,"1,875.00",46.12B
8360,"The Yamanashi Chuo Bank,Ltd.",62.52B,"2,195.00",56.30B
9066,Nissin Corporation,62.34B,"4,345.00",193.73B
3133,"kaihan co.,Ltd.",62.32B,"1,191.00",2.70B
4765,"SBI Global Asset Management Co., Ltd.",62.23B,706.00,11.21B
8739,"SPARX Group Co., Ltd.",61.85B,"1,560.00",17.69B
4071,"Plus Alpha Consulting Co.,Ltd.",61.62B,"1,464.00",14.75B
7085,"CURVES HOLDINGS Co., Ltd.",61.40B,663.00,36.78B
1723,"Nihon Dengi Co., Ltd.",61.39B,"3,845.00",40.04B
6196,"Strike Company,Limited",61.35B,"3,210.00",18.13B
7322,"San ju San Financial Group,Inc.",61.11B,"2,373.00",69.23B
3950,The Pack Corporation,60.95B,"3,245.00",101.46B
2208,Bourbon Corporation,60.92B,"2,520.00",111.27B
8841,"TOC Co., Ltd.",60.83B,660.00,13.06B
7718,"Star Micronics Co., Ltd.",60.81B,"1,917.00",64.99B
7130,"Yamae Group Holdings Co.,Ltd.",60.80B,"2,193.00",983.64B
7287,"Nippon Seiki Co., Ltd.",60.80B,"1,069.00",310.51B
7279,Hi-Lex Corporation,60.74B,"1,619.00",308.38B
6745,Hochiki Corporation,60.65B,"2,537.00",99.47B
7818,"TRANSACTION CO.,Ltd.",60.56B,"2,109.00",25.53B
9536,"Saibu Gas Holdings Co.,Ltd.",60.56B,"1,649.00",250.42B
7239,"TACHI-S Co., Ltd.",60.51B,"1,768.00",294.76B
3844,Comture Corporation,60.46B,"1,931.00",35.74B
1379,Hokuto Corporation,60.30B,"1,922.00",82.45B
3854,I'LL inc.,60.27B,"2,417.00",17.77B
8160,"Kisoji Co., Ltd.",60.15B,"2,136.00",52.91B
3687,Fixstars Corporation,60.15B,"1,867.00",8.46B
4165,"PLAID,Inc.",60.09B,"1,483.00",11.65B
7606,United Arrows Ltd.,59.97B,"2,172.00",147.55B
4481,"Base Co., Ltd.",59.76B,"3,235.00",20.23B
2752,Fujio Food Group Inc.,59.70B,"1,145.00",31.32B
2003,"Nitto Fuji Flour Milling Co.,Ltd.",59.64B,"6,550.00",71.79B
2170,Link and Motivation Inc.,59.60B,582.00,37.46B
6929,"Nippon Ceramic Co., Ltd.",59.59B,"2,704.00",25.04B
3733,"Software Service, Inc.",59.58B,"11,390.0",38.43B
7593,"Vt Holdings Co.,Ltd.",59.54B,494.00,347.08B
9517,"eREX Co.,Ltd.",59.53B,772.00,187.26B
6908,"Iriso Electronics Co., Ltd.",59.23B,"2,692.00",56.30B
8037,Kamei Corporation,59.18B,"1,934.00",570.75B
5461,"Chubu Steel Plate Co., Ltd.",59.09B,"2,213.00",60.08B
6914,"OPTEX GROUP Company, Limited",58.80B,"1,666.00",63.27B
255A,"Gltechno Holdings, Inc.",58.72B,"2,944.00",-
2664,Cawachi Limited,58.72B,"2,654.00",287.13B
3673,"Broadleaf Co., Ltd.",58.61B,662.00,18.05B
4997,"Nihon Nohyaku Co., Ltd.",58.61B,749.00,101.12B
8707,"IwaiCosmo Holdings, Inc.",58.60B,"2,522.00",26.18B
5602,"Kurimoto,Ltd.",58.45B,"4,820.00",124.76B
1976,"MEISEI INDUSTRIAL Co.,Ltd.",58.45B,"1,228.00",65.12B
9692,Computer Engineering & Consulting Ltd.,58.44B,"1,883.00",55.07B
3034,"Qol Holdings Co., Ltd.",58.33B,"1,554.00",243.73B
8200,"Ringer Hut Co.,Ltd.",58.25B,"2,266.00",42.70B
7995,"Valqua, Ltd.",58.07B,"3,315.00",60.50B
6277,Hosokawa Micron Corporation,58.05B,"3,920.00",83.30B
4343,"AEON Fantasy Co.,LTD.",57.95B,"2,999.00",86.24B
5480,"Nippon Yakin Kogyo Co., Ltd.",57.88B,"4,110.00",173.92B
2211,"Fujiya Co., Ltd.",57.76B,"2,241.00",109.98B
6419,Mars Group Holdings Corporation,57.64B,"3,125.00",43.96B
9310,Japan Transcity Corporation,57.63B,956.00,123.64B
6023,"Daihatsu Diesel Mfg. Co., Ltd.",57.56B,"1,817.00",87.97B
8508,"J Trust Co., Ltd.",57.25B,431.00,128.17B
4212,Sekisui Jushi Corporation,57.08B,"1,876.00",71.22B
3539,"JM Holdings Co.,Ltd.",57.07B,"2,240.00",175.00B
9661,"Kabuki-Za Co., Ltd.",56.60B,"4,670.00",3.09B
4848,"Fullcast Holdings Co., Ltd.",56.55B,"1,618.00",68.56B
9828,Genki Global Dining Concepts Corporation,56.33B,"3,145.00",65.99B
7246,"Press Kogyo Co., Ltd.",56.28B,567.00,184.78B
5410,"Godo Steel, Ltd.",56.23B,"3,875.00",207.98B
8159,"Tachibana Eletech Co., Ltd.",56.20B,"2,592.00",220.15B
8173,"Joshin Denki Co., Ltd.",56.17B,"2,168.00",391.42B
1898,"Seikitokyu Kogyo Co., Ltd.",56.12B,"1,533.00",96.93B
6364,"Hokuetsu Industries Co., Ltd.",55.97B,"2,049.00",53.30B
6741,"Nippon Signal Co., Ltd.",55.88B,896.00,105.21B
9416,Vision Inc.,55.86B,"1,158.00",35.53B
7931,"Mirai Industry Co.,Ltd.",55.85B,"3,385.00",44.99B
7352,TWOSTONE&Sons Inc.,55.56B,"1,332.00",15.21B
7447,"Nagaileben Co., Ltd.",55.56B,"1,778.00",16.57B
4917,Mandom Corporation,55.38B,"1,229.00",75.69B
3817,"SRA Holdings, Inc.",55.34B,"4,380.00",50.18B
3104,"Fujibo Holdings, Inc.",55.30B,"4,850.00",41.59B
7745,"A&D HOLON Holdings Company, Limited",55.21B,"2,030.00",65.62B
