ticker,name,market_cap,stock_price,revenue
7057,"New Constructor's Network Co., Ltd.",4.10B,"1,300.00",8.30B
6166,"Nakamura Choukou Co., Ltd.",4.10B,384.00,2.69B
5257,"Nova System Co.,Ltd.",4.10B,"3,000.00",6.46B
4391,"Logizard Co., Ltd.",4.10B,"1,281.00",1.85B
5240,"monoAI technology Co.,Ltd.",4.09B,337.00,1.43B
4615,"Shinto Paint Company, Limited",4.09B,132.00,20.20B
3826,System Integrator Corp.,4.08B,370.00,4.64B
3682,"Encourage Technologies Co., Ltd.",4.08B,612.00,1.75B
7916,"Mitsumura Printing Co., Ltd.",4.07B,"1,322.00",14.78B
7746,"Okamoto Glass Co., Ltd.",4.07B,175.00,4.72B
3190,"HOTMAN Co.,Ltd.",4.07B,577.00,20.77B
6549,"DM Solutions Co.,Ltd",4.06B,"1,460.00",20.03B
6336,"Ishii Hyoki Co., Ltd.",4.06B,505.00,15.48B
9557,"airCloset, Inc.",4.06B,495.00,4.63B
6297,"Koken Boring Machine Co.,Ltd.",4.05B,476.00,9.58B
3851,"Nippon Ichi Software, Inc.",4.05B,800.00,4.63B
2464,"Aoba-BBT, Inc.",4.04B,318.00,7.62B
2449,"PRAP Japan, Inc.",4.03B,911.00,6.99B
7217,"Tein, Inc.",4.02B,814.00,5.12B
6757,"OSG Corporation Co., Ltd.",4.02B,772.00,7.98B
6054,Livesense Inc.,4.01B,147.00,6.32B
5010,"Nippon Seiro Co., Ltd.",4.01B,207.00,22.05B
7565,Mansei Corporation,4.00B,"4,205.00",24.13B
5355,"Nippon Crucible Co., Ltd.",4.00B,603.00,9.57B
7060,geechs inc.,4.00B,399.00,24.66B
3474,"G-Factory Co.,Ltd.",3.99B,618.00,6.35B
1994,Takahashi Curtain Wall Corporation,3.99B,498.00,9.38B
5609,Nippon Chuzo K. K.,3.98B,822.00,14.10B
5527,property technologies Inc.,3.98B,970.00,41.61B
4075,"Brains Technology, Inc.",3.97B,746.00,1.02B
4594,"BrightPath Biotherapeutics Co., Ltd.",3.96B,49.00,262.00M
7515,Maruyoshi Center Inc.,3.95B,"4,230.00",40.87B
2215,"First Baking Co., Ltd.",3.95B,580.00,27.18B
6548,Tabikobo Co. Ltd.,3.95B,201.00,2.57B
5596,"Outlook Consulting Co., Ltd.",3.94B,"1,104.00",-
2291,"Fukutome Meat Packers, Ltd.",3.93B,"1,169.00",24.75B
4586,"MedRx Co., Ltd",3.93B,83.00,257.00M
3627,Tecmira Holdings Inc.,3.93B,335.00,11.27B
3317,"Flying Garden Co., Ltd.",3.93B,"2,715.00",8.05B
4445,Living Technologies Inc.,3.91B,"2,931.00",3.66B
9444,"Toshin Holdings Co.,Ltd",3.91B,609.00,17.63B
4487,"Spacemarket,Inc.",3.91B,324.00,1.97B
6072,"Jibannet Holdings Co., Ltd.",3.90B,172.00,1.81B
4450,"Power Solutions, Ltd.",3.90B,"1,320.00",6.75B
4242,Takagi Seiko Corporation,3.90B,"1,401.00",45.28B
4386,"SIG Group Co., Ltd.",3.90B,700.00,8.24B
3674,"Aucfan Co., Ltd.",3.90B,380.00,4.85B
9969,"Shokubun Co., Ltd.",3.90B,254.00,6.08B
3437,"Tokuden Co., Ltd.",3.89B,"2,499.00",10.11B
3895,Havix Corporation,3.87B,499.00,13.34B
6096,RareJob Inc.,3.87B,407.00,9.88B
3469,"Dualtap Co., Ltd.",3.87B,"1,125.00",7.64B
4387,"ZUU Co.,Ltd.",3.87B,824.00,3.03B
2876,Delsole Corporation,3.86B,427.00,16.83B
2481,"Townnews-Sha Co.,Ltd.",3.86B,693.00,3.67B
5753,"Nippon Shindo Co., Ltd.",3.86B,"1,940.00",16.22B
2321,Softfront Holdings,3.86B,129.00,850.00M
196A,"MFS, Inc.",3.85B,439.00,1.89B
4319,"TAC Co.,Ltd.",3.84B,212.00,19.07B
7120,SHINKO Inc.,3.84B,"2,095.00",16.79B
6901,"Sawafuji Electric Co.,Ltd.",3.84B,891.00,23.94B
3224,"General Oyster, Inc.",3.83B,905.00,3.91B
7555,"Ota Floriculture Auction Co.,Ltd.",3.83B,753.00,3.85B
7443,"Yokohama Gyorui Co., Ltd.",3.82B,606.00,43.83B
4429,"Ricksoft Co., Ltd.",3.81B,860.00,8.79B
3195,"Generation Pass Co.,Ltd.",3.80B,388.00,16.24B
7089,"for Startups, Inc.",3.80B,"1,115.00",3.65B
4171,"Global Information, Inc.",3.79B,"1,280.00",2.75B
8944,"Land Business Co.,Ltd.",3.79B,191.00,12.09B
8887,Cumica Corporation,3.78B,316.00,9.98B
6518,"Sanso Electric Co.,Ltd.",3.78B,830.00,15.84B
3622,Netyear Group Corporation,3.77B,539.00,5.61B
5856,"Life Intelligent Enterprise Holdings Co.,Ltd.",3.77B,38.00,13.08B
4645,"Ichishin Holdings Co.,Ltd.",3.76B,463.00,18.39B
3927,Fuva Brain Limited,3.75B,670.00,3.98B
3161,AZEARTH Corporation,3.75B,660.00,7.83B
7058,"Kyoei Security Service Co., Ltd.",3.75B,"2,607.00",10.11B
9073,"Kyogoku unyu shoji Co., Ltd.",3.75B,"1,260.00",8.49B
7603,"Mac House Co.,Ltd.",3.74B,241.00,13.47B
248A,KIDS STAR Inc.,3.74B,"1,445.00",-
6659,"Media Links Co.,Ltd.",3.73B,80.00,2.72B
3536,"Axas Holdings Co.,Ltd.",3.73B,123.00,11.63B
4937,Waqoo Inc.,3.72B,"1,044.00",1.91B
8742,"Kobayashi Yoko Co., Ltd.",3.71B,296.00,4.53B
4388,"AI,Inc.",3.70B,555.00,1.11B
6993,"Daikokuya Holdings Co.,Ltd.",3.70B,23.00,10.26B
5256,"Fusic Co., Ltd.",3.70B,"2,896.00",1.86B
3930,"Hatena Co., Ltd.",3.70B,"1,300.00",3.46B
7807,"Kowa Co.,Ltd.",3.68B,863.00,6.36B
4261,"AsiaQuest Co., Ltd.",3.68B,"2,501.00",4.06B
3583,AuBEX CORPORATION,3.67B,"1,348.00",6.00B
3422,"J-MAX Co.,Ltd.",3.66B,320.00,48.79B
9326,"Kantsu Co.,Ltd.",3.65B,364.00,14.45B
3766,"Systems Design Co., Ltd.",3.65B,"1,014.00",9.43B
7625,"Global-Dining, Inc.",3.65B,351.00,11.79B
9082,"Daiwa Motor Transportation Co., Ltd.",3.65B,813.00,18.79B
5255,"Monstar Lab, Inc.",3.64B,93.00,10.00B
3667,"enish,inc.",3.62B,136.00,3.32B
4484,"Lancers, Inc.",3.62B,223.00,4.62B
5858,"STG Co., Ltd.",3.62B,"3,805.00",6.17B
7063,Birdman Inc.,3.62B,281.00,1.04B
6943,"NKK Switches Co., Ltd.",3.62B,"4,395.00",7.80B
1758,"Taiyo Kisokogyo Co.,Ltd.",3.61B,"1,817.00",12.57B
137A,"Cocolive, Inc.",3.60B,"1,264.00",-
6038,"IID, Inc.",3.60B,741.00,6.18B
9417,"Smartvalue Co., Ltd.",3.60B,346.00,3.91B
5031,Moi Corporation,3.59B,257.00,6.54B
7036,eMnet Japan.co.ltd.,3.59B,920.00,1.34B
2999,"Home Position Co., Ltd.",3.58B,386.00,19.24B
5189,"Sakura Rubber Co., Ltd.",3.58B,"1,848.00",13.18B
7399,"Nansin Co., Ltd.",3.56B,542.00,9.67B
2385,Soiken Holdings Inc.,3.56B,136.00,5.00B
5035,HOUSEI Inc.,3.55B,525.00,4.92B
4416,True Data Inc.,3.55B,773.00,1.53B
3521,"Econach Holdings Co.,Ltd.",3.54B,135.00,2.00B
6538,Disruptors Inc.,3.54B,172.00,4.26B
5721,"S Science Company, Ltd.",3.54B,24.00,1.24B
3444,"Kikuchi Seisakusho Co., Ltd.",3.54B,290.00,5.31B
4351,"Yamada Servicer Synthetic Office Co.,Ltd",3.54B,839.00,2.29B
5820,"Mitsuboshi Co., Ltd.",3.52B,"1,023.00",10.89B
5619,MRSO Inc.,3.52B,985.00,1.33B
4750,"Daisan Co., Ltd.",3.52B,549.00,10.69B
9466,Aidma Marketing Communication Corporation,3.52B,280.00,5.91B
7836,"AVIX,Inc.",3.51B,103.00,3.97B
3690,YRGLM Inc.,3.49B,575.00,3.88B
4447,"PBsystems,Inc.",3.49B,550.00,3.21B
7446,"Tohoku Chemical Co., Ltd.",3.45B,"3,830.00",32.78B
3796,"e-Seikatsu Co.,Ltd.",3.45B,500.00,2.98B
5998,Advanex Inc.,3.44B,859.00,27.70B
5994,"Fine Sinter Co., Ltd.",3.44B,800.00,41.70B
305A,Double Tree Inc.,3.44B,"1,146.00",-
6494,"NFK Holdings Co., Ltd.",3.44B,78.00,1.75B
3204,Toabo Corporation,3.43B,395.00,18.42B
6599,"Ebrains, Inc.",3.43B,"2,270.00",3.93B
9760,"Shingakukai Holdings Co.,Ltd.",3.42B,194.00,5.89B
3945,"Superbag Company, Limited",3.42B,"2,263.00",27.52B
4491,"Computer Management Co., Ltd.",3.42B,"1,700.00",7.71B
6334,"Meiji Machine Co., Ltd.",3.41B,305.00,5.67B
1795,Masaru Corporation,3.41B,"3,850.00",9.67B
7544,"Three F Co.,Ltd.",3.41B,453.00,13.85B
4222,"Kodama Chemical Industry Co.,Ltd.",3.41B,437.00,15.35B
3461,"Palma Co., Ltd.",3.40B,503.00,-
7923,Toin Corporation,3.40B,671.00,14.16B
1841,"Sanyu Construction Co.,Ltd.",3.40B,"1,046.00",12.02B
7021,"Nitchitsu Co., Ltd.",3.39B,"1,724.00",9.37B
9685,"Kycom Holdings Co., Ltd.",3.38B,660.00,6.52B
3842,"Nextgen,Inc.",3.38B,"1,128.00",3.65B
7064,"Howtelevision, Inc.",3.38B,"2,472.00",2.13B
150A,"JSH Co.,Ltd.",3.37B,605.00,3.48B
3441,"SANNO Co., Ltd.",3.36B,752.00,9.15B
6666,River Eletec Corporation,3.35B,404.00,5.24B
9127,"Tamai Steamship Co., Ltd.",3.33B,"1,730.00",5.55B
7983,Miroku Corporation,3.33B,"1,125.00",10.92B
5028,"SecondXight Analytica, Inc.",3.33B,364.00,1.14B
2962,"Tecnisco, Ltd.",3.32B,371.00,3.98B
1764,Kudo Corporation,3.32B,"2,675.00",13.67B
1711,"SDS HOLDINGS Co.,Ltd.",3.32B,339.00,4.07B
265A,Hmcomm Inc.,3.32B,895.00,801.20M
6635,"Di-Nikko Engineering Co., Ltd.",3.29B,485.00,38.96B
6335,"Tokyo Kikai Seisakusho, Ltd.",3.29B,405.00,7.66B
6060,"Cocolonet CO., LTD.",3.28B,967.00,10.03B
7791,"Dreambed Co.,Ltd.",3.28B,825.00,11.11B
5277,Spancrete Corporation,3.28B,445.00,2.04B
5247,"BTM, Inc.",3.28B,"2,321.00",4.95B
4885,Muromachi Chemicals Inc.,3.27B,931.00,5.28B
6656,inspec Inc.,3.27B,817.00,1.87B
3297,"Toubujyuhan Co.,Ltd.",3.27B,"1,205.00",8.08B
2667,"ImageONE Co., Ltd.",3.26B,304.00,1.65B
9849,Kyodo Paper Holdings,3.26B,"4,825.00",16.74B
2345,"Kushim, Inc.",3.26B,194.00,1.08B
6662,"Ubiteq, Inc.",3.25B,225.00,1.14B
6396,"Unozawa-gumi Iron Works, Limited",3.25B,"2,900.00",5.22B
7687,"MICREED Co.,Ltd.",3.25B,499.00,6.59B
7464,"Saftec Co.,Ltd.",3.25B,"1,830.00",10.33B
4625,"Atomix Co.,Ltd.",3.25B,611.00,12.38B
5884,"KURADASHI.Co.,Ltd.",3.24B,299.00,3.06B
145A,L is B corp.,3.24B,656.00,1.59B
7314,"Odawara Auto-Machine Mfg. Co., Ltd.",3.23B,"1,013.00",6.11B
2323,fonfun corporation,3.22B,455.00,638.00M
3286,TRUST Holdings Inc.,3.22B,850.00,13.25B
6522,Asterisk Inc.,3.21B,451.00,1.68B
3970,Innovation Inc.,3.20B,"1,196.00",5.33B
9165,"Qualtec Co.,Ltd.",3.20B,"1,400.00",-
7265,"Eiken Industries Co.,Ltd.",3.19B,"3,190.00",4.69B
5103,"Showa Holdings Co., Ltd.",3.19B,42.00,8.61B
7782,"Sincere Co., LTD.",3.18B,490.00,6.54B
4174,Appirits Inc.,3.18B,802.00,8.56B
3439,Mitsuchi Corporation,3.17B,645.00,12.66B
6545,internet infinity Inc.,3.17B,595.00,5.15B
3577,Tokai Senko K.K.,3.17B,"1,005.00",13.76B
2425,"Care Service Co.,Ltd.",3.17B,837.00,9.87B
6467,Nichidai Corporation,3.17B,354.00,11.67B
6218,ENSHU Limited,3.16B,503.00,22.42B
9259,"TAKAYOSHI Holdings, INC.",3.16B,564.00,7.84B
3266,Fund Creation Group Company Limited,3.16B,83.00,5.67B
4247,"POVAL KOGYO Co., Ltd.",3.16B,"1,191.00",3.40B
3744,SIOS Corporation,3.16B,377.00,20.56B
5868,Rococo Co. Ltd.,3.15B,828.00,7.80B
1443,"Giken Holdings Co., Ltd.",3.15B,194.00,4.80B
3177,"Arigatou Services Company, Limited",3.15B,"3,410.00",10.48B
7069,"CyberBuzz, Inc.",3.14B,785.00,7.40B
6181,Tameny Inc.,3.14B,121.00,5.60B
298A,"GVA TECH,Inc.",3.13B,678.00,728.24M
9345,"Bizmates, Inc.",3.13B,"1,950.00",3.47B
7074,Twenty-four seven Inc.,3.12B,405.00,2.53B
8996,"HouseFreedom Co.,Ltd.",3.12B,815.00,14.49B
6195,"Hope, Inc.",3.12B,199.00,2.83B
2342,Transgenic Group Inc.,3.11B,186.00,13.15B
9776,Sapporo Clinical Laboratory Inc.,3.11B,998.00,20.11B
3727,Aplix Corporation,3.11B,144.00,3.71B
9342,Sumasapo Inc.,3.10B,"1,289.00",2.74B
3490,"Azplanning Co.,Ltd.",3.10B,"2,570.00",11.51B
3202,"Daitobo Co., Ltd.",3.09B,103.00,4.19B
6734,"Newtech Co.,Ltd.",3.09B,"1,630.00",4.37B
4167,Kokopelli Inc.,3.09B,408.00,2.03B
4334,"YUKE'S Co.,Ltd.",3.09B,367.00,3.55B
8746,"Unbanked,Inc.",3.08B,319.00,8.92B
9647,"Kyowa Engineering Consultants Co., Ltd.",3.08B,"5,430.00",8.06B
5271,"Toyo Asano Foundation Co., Ltd.",3.07B,"2,380.00",14.35B
3035,ktk Inc.,3.06B,569.00,18.35B
2872,"Seihyo Co., Ltd.",3.06B,"2,125.00",4.64B
7369,"Meiho Holdings,Inc.",3.06B,"1,968.00",12.17B
7922,"Sanko Sangyo Co.,Ltd.",3.06B,394.00,9.33B
3372,"KANMONKAI Co., Ltd.",3.05B,222.00,5.21B
3691,"DIGITAL PLUS, Inc.",3.05B,758.00,873.00M
6822,"Oi Electric Co., Ltd.",3.05B,"2,240.00",29.99B
5134,"POPER Co.,Ltd.",3.04B,776.00,1.07B
2424,Brass Corporation,3.04B,571.00,12.69B
4705,CLIP Corporation,3.03B,851.00,3.03B
3953,"Ohmura Shigyo Co.,Ltd.",3.03B,864.00,5.89B
5973,Toami Corporation,3.03B,529.00,17.87B
5697,"Sanyu Co., Ltd.",3.03B,512.00,24.03B
9012,"Chichibu Railway Co., Ltd.",3.02B,"2,032.00",5.08B
6265,CONVUM Ltd.,3.02B,"1,938.00",1.85B
3768,Riskmonster.com,3.02B,395.00,3.73B
2139,"Chuco Co., Ltd.",3.01B,441.00,11.50B
3045,"Kawasaki & Co., Ltd.",3.01B,"1,412.00",1.55B
4120,"Sugai Chemical Industry Co., Ltd.",3.01B,"2,276.00",6.45B
3352,"Buffalo Co.,Ltd.",3.01B,"1,283.00",12.03B
7162,"ASTMAX Co., Ltd.",3.00B,243.00,17.75B
3710,"Jorudan Co.,Ltd.",3.00B,591.00,2.88B
7805,Printnet Inc.,3.00B,621.00,9.30B
6307,"Sansei Co.,Ltd.",2.99B,385.00,5.79B
5867,"es Networks Co., Ltd.",2.99B,996.00,2.95B
5126,PORTERS Corporation,2.98B,"1,917.00",1.92B
4596,"Kubota Pharmaceutical Holdings Co., Ltd.",2.98B,52.00,27.00M
7897,"Hokushin Co., Ltd.",2.98B,105.00,9.11B
7129,Miahelsa Holdings Corporation,2.97B,"1,113.00",23.54B
7863,"Hiraga Co.,Ltd.",2.97B,"1,038.00",8.89B
1724,Synclayer Inc.,2.96B,643.00,11.71B
7992,"The Sailor Pen Co., Ltd.",2.96B,102.00,4.68B
2351,ASJ Inc.,2.96B,382.00,2.76B
3909,Showcase Inc.,2.96B,353.00,6.21B
2762,"Sanko Marketing Foods Co., Ltd.",2.96B,103.00,9.54B
3559,p-ban.com Corp.,2.95B,749.00,2.14B
2437,"Shinwa Wise Holdings Co.,Ltd.",2.95B,275.00,2.26B
1743,"Koatsu Kogyo Co.,Ltd.",2.95B,"1,280.00",12.47B
6633,C&G Systems Inc.,2.94B,310.00,3.93B
6694,Zoom Corporation,2.93B,674.00,18.07B
6150,"Takeda Machinery Co., Ltd.",2.93B,"3,190.00",5.46B
5928,"Almetax Manufacturing Co., Ltd.",2.93B,264.00,10.94B
2388,"Wedge Holdings CO.,LTD.",2.93B,69.00,879.00M
7902,"Sonocom Co.,Ltd.",2.92B,815.00,2.33B
7046,TDSE Inc.,2.91B,"1,403.00",2.61B
4102,"Maruo Calcium Co., Ltd.",2.91B,"1,342.00",13.01B
5997,Kyoritsu Air Tech Inc.,2.91B,602.00,11.73B
148A,"Hatch Work Co.,Ltd.",2.90B,"1,670.00",-
5987,ONEX Corporation,2.90B,"1,749.00",5.02B
3958,"Sasatoku Printing Co.,Ltd.",2.89B,512.00,12.76B
6198,"CAREER CO., LTD.",2.89B,335.00,16.43B
7219,"HKS Co., Ltd.",2.87B,"2,028.00",9.07B
6537,"Washhouse Co.,Ltd.",2.87B,414.00,2.08B
4421,"D. I. System Co., Ltd.",2.87B,986.00,6.87B
5587,Inbound Platform Corp.,2.86B,830.00,-
220A,Faber Company Inc.,2.86B,"1,051.00",2.36B
9256,"Succeed co.,ltd.",2.85B,813.00,3.42B
3409,"Kitanihon Spinning Co., Ltd.",2.85B,113.00,1.58B
3935,"Edia Co., Ltd.",2.85B,465.00,3.42B
4673,"Kawasaki Geological Engineering Co., Ltd.",2.85B,"3,060.00",9.56B
1444,"Nissou Co.,Ltd.",2.84B,"2,614.00",4.53B
5458,Takasago Tekko K.K.,2.84B,948.00,12.03B
4014,"Karadanote, Inc.",2.84B,452.00,2.14B
7112,"Cube Co., Ltd.",2.84B,488.00,2.67B
9854,"Aigan Co.,Ltd.",2.83B,146.00,14.73B
7375,"REFINVERSE Group, Inc.",2.83B,845.00,4.10B
3607,"Kuraudia Holdings Co.,Ltd.",2.82B,321.00,13.24B
7793,IMAGE MAGIC Inc.,2.82B,"1,219.00",7.77B
7602,"Ledax Co.,Ltd.",2.82B,136.00,20.48B
5386,"Tsuruya Co., Ltd.",2.81B,374.00,6.76B
2499,"Nihonwasou Holdings, Inc.",2.81B,307.00,4.70B
9271,"Wagokoro Co., Ltd.",2.81B,439.00,2.09B
3645,"Medical Net, Inc.",2.81B,317.00,5.82B
7084,Smile Holdings Inc.,2.80B,881.00,13.20B
4170,"Kaizen Platform, Inc.",2.80B,165.00,4.52B
6022,Akasaka Diesels Limited,2.80B,"1,883.00",10.70B
293A,"Baby Job Co., Ltd.",2.80B,950.00,-
9972,"Altech Co., Ltd.",2.80B,203.00,18.23B
3071,"Stream Co.,Ltd.",2.79B,101.00,29.56B
2300,"Kyokuto Co., Ltd.",2.79B,531.00,6.91B
8836,RISE Inc.,2.78B,29.00,376.00M
3083,"Star seeds Co.,Ltd.",2.78B,667.00,4.99B
7831,Wellco Holdings Corporation,2.78B,114.00,8.60B
2687,CVS Bay Area Inc.,2.78B,563.00,7.82B
3494,"Mullion Co., Ltd.",2.78B,353.00,2.85B
3929,"Socialwire Co., Ltd.",2.77B,238.00,2.97B
2789,"Karula Co.,LTD.",2.77B,479.00,7.20B
3054,HYPER Inc.,2.77B,288.00,12.41B
8040,"Tokyo Soir Co., Ltd.",2.76B,791.00,15.70B
5870,Nalnet Communications Inc.,2.76B,517.00,6.42B
7850,"Sougou Shouken Co.,Ltd.",2.76B,914.00,15.88B
9353,"Sakurajima Futo Kaisha, Ltd.",2.76B,"1,817.00",4.27B
7919,"Nozaki Insatsu Shigyo Co., Ltd.",2.75B,166.00,14.54B
3647,G Three Holdings Corporation,2.75B,167.00,196.00M
4427,"EduLab, Inc.",2.75B,269.00,7.06B
4341,Seiryo Electric Corporation,2.75B,790.00,19.12B
2722,"IK HOLDINGS Co.,Ltd.",2.74B,373.00,14.62B
3550,"STUDIO ATAO Co., Ltd.",2.74B,199.00,3.71B
9565,GLOE Inc.,2.73B,"1,045.00",2.26B
3137,"Fundely Co., Ltd.",2.73B,442.00,2.07B
2693,YKT Corporation,2.73B,238.00,11.93B
7810,"Crossfor Co.,Ltd.",2.73B,161.00,3.49B
9820,MT Genex Corporation,2.73B,"2,532.00",3.61B
6433,"HEPHAIST Co., Ltd.",2.71B,431.00,2.27B
7116,"DAIWA TSUSHIN Co., Ltd",2.71B,"1,006.00",5.22B
4650,"SD ENTERTAINMENT,Inc.",2.70B,301.00,3.98B
7359,"Tokyo Communications Group,Inc.",2.69B,267.00,5.86B
2341,"Arbeit-Times Co., Ltd.",2.69B,147.00,4.17B
2196,Escrit Inc.,2.69B,206.00,26.26B
4068,Basis Corporation,2.69B,"1,497.00",6.82B
6248,"Yokota Manufacturing Co., Ltd.",2.68B,"1,423.00",2.19B
3358,"Y.S.Food Co.,Ltd.",2.68B,87.00,1.74B
4735,"Kyoshin Co., Ltd.",2.67B,345.00,26.18B
6543,Nissen Inc.,2.67B,703.00,5.39B
4766,"PA Co., Ltd.",2.67B,248.00,1.88B
8123,"T.Kawabe & Co., Ltd.",2.66B,"1,425.00",12.90B
228A,"OPRO Co., Ltd.",2.66B,"1,223.00",-
5817,"JMACS Japan Co., Ltd.",2.65B,471.00,4.43B
4178,Sharing Innovations Inc.,2.65B,707.00,5.17B
2683,"Uoki Co.,Ltd.",2.64B,"1,036.00",9.94B
4494,Vario Secure Inc.,2.64B,574.00,2.67B
4052,Ficha Inc.,2.63B,450.00,521.00M
6380,"Oriental Chain Mfg. Co., Ltd.",2.63B,"1,850.00",4.03B
4335,"IPS Co., Ltd.",2.62B,"1,157.00",3.52B
9339,"Coach A Co., Ltd.",2.62B,"1,121.00",3.64B
5577,Aidemy Inc.,2.62B,656.00,2.12B
4196,Neo Marketing Inc.,2.62B,"1,071.00",2.10B
3181,"Kaitori Okoku Co., Ltd.",2.61B,709.00,7.37B
9423,Forval RealStraight Inc.,2.60B,106.00,1.78B
6578,"CORREC Co., Ltd.",2.60B,334.00,5.66B
4394,"eXmotion Co., Ltd.",2.58B,879.00,1.28B
2435,"CEDAR.Co.,Ltd.",2.57B,229.00,17.76B
7709,KUBOTEK Corporation,2.56B,186.00,2.08B
5704,JMC Corporation,2.56B,480.00,3.07B
9220,"FB Care Service Co.,Ltd.",2.56B,944.00,10.85B
5279,"Nihon Kogyo Co., Ltd.",2.56B,880.00,14.25B
4920,"Nippon Shikizai, Inc.",2.55B,"1,219.00",17.35B
4438,Welby Inc.,2.55B,313.00,528.00M
6081,"Allied Architects, Inc.",2.54B,179.00,3.64B
304A,"FORCIA, Inc.",2.54B,"2,280.00",1.95B
9421,NJ Holdings Inc.,2.54B,486.00,8.89B
4690,"Nippon Pallet Pool Co., Ltd.",2.54B,"1,482.00",7.03B
7183,"Anshin Guarantor Service Co., Ltd.",2.54B,146.00,5.09B
7360,"ONDECK Co., Ltd.",2.54B,968.00,1.67B
5162,Asahi Rubber Inc.,2.53B,555.00,7.58B
3326,"Runsystem Co.,Ltd.",2.53B,609.00,5.87B
3477,"FORLIFE Co., Ltd.",2.53B,629.00,13.60B
211A,Cados Corporation,2.51B,"2,750.00",-
3248,"Early Age Co., Ltd.",2.51B,773.00,4.73B
3306,"The Nihon Seima Co.,Ltd.",2.51B,569.00,4.52B
7957,"Fujicopian Co., Ltd.",2.51B,"1,674.00",8.98B
3185,"Dream Vision Co.,Ltd.",2.51B,140.00,4.58B
4124,Osaka Yuka Industry Ltd.,2.50B,"2,457.00",1.12B
6840,"AKIBA Holdings Co.,Ltd.",2.50B,272.00,17.18B
303A,visumo Inc.,2.49B,"1,512.00",678.87M
9767,"Nikken Kogaku Co., Ltd.",2.49B,"1,365.00",5.66B
7601,"Poplar Co., Ltd.",2.49B,211.00,12.11B
7896,"Seven Industries Co., Ltd.",2.49B,527.00,11.49B
149A,"Thinca Co.,Ltd.",2.48B,801.00,-
7131,Nomura Corporation,2.48B,"1,873.00",6.61B
5618,Nyle Inc.,2.48B,286.00,5.47B
6190,"PhoenixBio Co., Ltd.",2.47B,611.00,1.53B
8215,"Ginza Yamagataya Co., Ltd.",2.46B,"1,427.00",3.79B
9978,"Bunkyodo Group Holdings Co., Ltd.",2.45B,51.00,14.85B
6217,Tsudakoma Corp.,2.45B,382.00,36.45B
6063,"Emergency Assistance Japan Co., Ltd.",2.45B,932.00,2.91B
7694,itsumo.inc.,2.44B,409.00,13.98B
9225,Bridge Consulting Group Inc.,2.44B,"1,182.00",2.02B
3624,Axel Mark Inc.,2.44B,167.00,2.78B
7035,"and factory,inc.",2.43B,216.00,4.89B
4833,"Def consulting, inc.",2.43B,86.00,9.32B
7865,"People Co., Ltd.",2.43B,556.00,4.49B
5341,"Asahi Eito Holdings Co.,Ltd.",2.43B,436.00,3.97B
8247,"Daiwa Co.,Ltd.",2.41B,428.00,16.71B
9419,"WirelessGate, Inc.",2.41B,220.00,8.53B
7827,Orvis Corporation,2.40B,"1,361.00",11.44B
6894,"Pulstec Industrial Co., Ltd.",2.40B,"1,755.00",2.66B
3747,"Intertrade Co.,Ltd.",2.40B,334.00,1.79B
4840,TriIs Incorporated,2.40B,327.00,961.00M
4197,"Asmarq Co., Ltd.",2.40B,"2,406.00",4.36B
7813,"Platz Co., Ltd.",2.39B,674.00,7.42B
4179,G-NEXT Inc.,2.38B,450.00,495.00M
9258,"CS-C.Co.,Ltd.",2.38B,375.00,2.77B
1788,"Santo Co.,Ltd.",2.37B,"3,705.00",6.92B
8105,"Marushohotta Co.,Ltd.",2.36B,42.00,3.24B
7072,"Intimate Merger, Inc.",2.36B,707.00,3.08B
7567,Sakae Electronics Corporation,2.36B,464.00,6.61B
9087,Takase Corporation,2.35B,"1,176.00",8.27B
6046,Linkbal Inc.,2.34B,128.00,968.00M
7986,"Nihon Isk Co.,Ltd.",2.34B,"1,475.00",5.90B
9238,"Value Creation Co.,Ltd.",2.34B,"1,018.00",-
6803,Teac Corporation,2.33B,82.00,15.50B
4098,"Titan Kogyo, Ltd.",2.33B,790.00,8.24B
9363,"Daiun Co.,Ltd.",2.33B,452.00,6.69B
1730,"Aso Foam Crete Co., Ltd.",2.32B,676.00,3.50B
3998,"SuRaLa Net Co.,Ltd.",2.32B,361.00,1.95B
7137,"Grantomato Co.,Ltd.",2.30B,"1,200.00",14.54B
8181,"Totenko Co., Ltd.",2.30B,895.00,7.09B
3070,"JELLY BEANS GROUP Co., Ltd.",2.30B,122.00,851.00M
8912,Area Quest Inc.,2.29B,143.00,2.35B
5969,"Lobtex Co., Ltd.",2.28B,"1,210.00",5.85B
9439,M H Group Ltd.,2.27B,195.00,1.87B
5131,Linkers Corporation,2.27B,170.00,1.40B
3802,"Ecomic Co., Ltd",2.27B,483.00,2.09B
5125,Fines inc.,2.26B,499.00,-
3598,"Yamaki Co.,Ltd.",2.25B,155.00,10.78B
9914,"Uematsu Shokai Co.,Ltd.",2.24B,976.00,6.57B
138A,"Hikari Food Service Co., Ltd.",2.24B,"2,259.00",1.68B
3138,"Fujisan Magazine Service Co., Ltd.",2.24B,678.00,5.62B
5199,"Fuji Latex Co., Ltd.",2.24B,"1,740.00",7.29B
6186,"Ichikura Co., Ltd.",2.23B,402.00,19.81B
7640,"TOP CULTURE Co.,Ltd.",2.23B,143.00,18.41B
7571,Yamano Holdings Corporation,2.23B,65.00,13.82B
